# (Pid,Ps)=(2.500000e-02,1.000000e-02) Nseg=200 WinSize=10 [0]
# InnerCB: ICB/1/5_08_2.bin
# Gtable:  Gtable/5/025_010.bin
# InnerCodebook: beta=5(1024) nu=2
# InnerCodebook: B(B2p)=8(256) 8(256) 
# InnerCodebook: checked CWM, EncMap, DecMap
# beta=5(1024) nu=2 N=1000 Dmax=30
# B=8,8,
# NBIDSchannel: N=1000 Q=4 Dmax=30 (Pid,Ps)=(2.500000e-02,1.000000e-02)
# FBalg4: Nseg=200 Dmax=30(w=61)
# FBalg4: Gtable: Gtable/5/025_010.bin
# Gtable: beta=5 (Pid,Ps,Ptrn)=(2.500000e-02,1.000000e-02,9.500000e-01) Pth=1.000000e-10
# Gtable: beta4p=1024 beta4pp=1048576
# Gtable::Gtable len=0 cnt=1024
# Gtable::Gtable len=1 cnt=4096
# Gtable::Gtable len=2 cnt=16384
# Gtable::Gtable len=3 cnt=65536
# Gtable::Gtable len=4 cnt=241636
# Gtable::Gtable len=5 cnt=759484
# Gtable::Gtable len=6 cnt=1541824
# Gtable::Gtable len=7 cnt=1120672
# Gtable::Gtable len=8 cnt=1264036
# Gtable::Gtable len=9 cnt=100348
# Gtable::Gtable len=10 cnt=1024
# FBalg4: beta=5(1024) (Pid,Ps)=(2.500000e-02,1.000000e-02) Pth=1.000000e-10 N=1000
# StatICB: nu=2 beta=5 beta4p=1024 Bsum=16 HdThNum=20 HdThStep=5.00e-02
# StatICB: B=8,8,
# StatICB: HdThList 9.50e-01,9.00e-01,8.50e-01,8.00e-01,7.50e-01,7.00e-01,6.50e-01,6.00e-01,5.50e-01,5.00e-01,4.50e-01,4.00e-01,3.50e-01,3.00e-01,2.50e-01,2.00e-01,1.50e-01,1.00e-01,5.00e-02,1.00e-10,
0027(995) (2.12e+00 2.15e+00) XE:2.15e-01 (1.19e+00 1.21e+00 | 7.59e-01 6.73e-01)
0055(999) (2.32e+00 2.14e+00) XE:2.14e-01 (1.23e+00 1.21e+00 | 6.92e-01 6.76e-01)
0083(998) (2.58e+00 2.12e+00) XE:2.12e-01 (1.20e+00 1.21e+00 | 6.70e-01 6.76e-01)
0110(992) (1.86e+00 2.16e+00) XE:2.16e-01 (1.22e+00 1.21e+00 | 6.52e-01 6.76e-01)
0138(1006) (1.65e+00 2.14e+00) XE:2.14e-01 (1.23e+00 1.21e+00 | 6.54e-01 6.77e-01)
0166(1013) (1.71e+00 2.15e+00) XE:2.15e-01 (1.19e+00 1.21e+00 | 6.82e-01 6.77e-01)
0194(996) (2.61e+00 2.17e+00) XE:2.17e-01 (1.26e+00 1.21e+00 | 6.62e-01 6.78e-01)
0222(1009) (2.36e+00 2.16e+00) XE:2.16e-01 (1.21e+00 1.21e+00 | 6.88e-01 6.78e-01)
0250(988) (2.49e+00 2.17e+00) XE:2.17e-01 (1.20e+00 1.21e+00 | 7.35e-01 6.78e-01)
0277(989) (2.09e+00 2.16e+00) XE:2.16e-01 (1.21e+00 1.21e+00 | 7.06e-01 6.77e-01)
0305(1002) (2.23e+00 2.16e+00) XE:2.16e-01 (1.21e+00 1.21e+00 | 6.78e-01 6.78e-01)
0333(990) (2.14e+00 2.17e+00) XE:2.17e-01 (1.20e+00 1.21e+00 | 6.56e-01 6.78e-01)
0361(1007) (2.40e+00 2.18e+00) XE:2.18e-01 (1.21e+00 1.21e+00 | 5.65e-01 6.77e-01)
0389(998) (1.86e+00 2.17e+00) XE:2.17e-01 (1.17e+00 1.21e+00 | 6.44e-01 6.76e-01)
0417(999) (2.12e+00 2.18e+00) XE:2.18e-01 (1.17e+00 1.21e+00 | 6.78e-01 6.76e-01)
0445(998) (1.97e+00 2.18e+00) XE:2.18e-01 (1.20e+00 1.21e+00 | 7.02e-01 6.76e-01)
0472(997) (1.98e+00 2.18e+00) XE:2.18e-01 (1.20e+00 1.21e+00 | 6.84e-01 6.76e-01)
0500(990) (2.33e+00 2.17e+00) XE:2.17e-01 (1.24e+00 1.21e+00 | 6.88e-01 6.76e-01)
0528(1004) (2.07e+00 2.18e+00) XE:2.18e-01 (1.20e+00 1.21e+00 | 6.64e-01 6.76e-01)
0556(998) (2.10e+00 2.17e+00) XE:2.17e-01 (1.19e+00 1.21e+00 | 7.10e-01 6.76e-01)
0584(1004) (1.73e+00 2.17e+00) XE:2.17e-01 (1.19e+00 1.21e+00 | 6.50e-01 6.76e-01)
0611(1001) (2.00e+00 2.18e+00) XE:2.18e-01 (1.21e+00 1.21e+00 | 6.68e-01 6.76e-01)
0639(1001) (2.35e+00 2.18e+00) XE:2.18e-01 (1.20e+00 1.21e+00 | 6.62e-01 6.76e-01)
0667(1001) (1.85e+00 2.18e+00) XE:2.18e-01 (1.22e+00 1.21e+00 | 6.30e-01 6.75e-01)
0695(999) (2.33e+00 2.18e+00) XE:2.18e-01 (1.22e+00 1.21e+00 | 6.60e-01 6.75e-01)
0723(990) (2.28e+00 2.18e+00) XE:2.18e-01 (1.20e+00 1.21e+00 | 7.18e-01 6.75e-01)
0751(995) (2.82e+00 2.19e+00) XE:2.19e-01 (1.19e+00 1.21e+00 | 6.58e-01 6.75e-01)
0778(1004) (2.41e+00 2.19e+00) XE:2.19e-01 (1.20e+00 1.21e+00 | 6.52e-01 6.74e-01)
0806(1015) (2.23e+00 2.19e+00) XE:2.19e-01 (1.17e+00 1.21e+00 | 7.20e-01 6.74e-01)
0834(994) (2.23e+00 2.19e+00) XE:2.19e-01 (1.17e+00 1.21e+00 | 5.95e-01 6.74e-01)
0862(995) (2.01e+00 2.19e+00) XE:2.19e-01 (1.23e+00 1.21e+00 | 6.76e-01 6.74e-01)
0890(1002) (2.06e+00 2.19e+00) XE:2.19e-01 (1.21e+00 1.21e+00 | 6.64e-01 6.74e-01)
0918(993) (2.11e+00 2.18e+00) XE:2.18e-01 (1.21e+00 1.21e+00 | 6.66e-01 6.74e-01)
0946(999) (2.26e+00 2.18e+00) XE:2.18e-01 (1.23e+00 1.21e+00 | 6.58e-01 6.74e-01)
0973(983) (2.80e+00 2.18e+00) XE:2.18e-01 (1.17e+00 1.21e+00 | 6.56e-01 6.74e-01)
1001(997) (2.55e+00 2.18e+00) XE:2.18e-01 (1.18e+00 1.21e+00 | 6.68e-01 6.74e-01)
1029(1007) (1.35e+00 2.18e+00) XE:2.18e-01 (1.18e+00 1.21e+00 | 7.37e-01 6.74e-01)
1057(989) (2.28e+00 2.18e+00) XE:2.18e-01 (1.18e+00 1.21e+00 | 6.05e-01 6.74e-01)
1085(993) (2.61e+00 2.18e+00) XE:2.18e-01 (1.24e+00 1.21e+00 | 6.32e-01 6.74e-01)
1113(994) (2.53e+00 2.18e+00) XE:2.18e-01 (1.22e+00 1.21e+00 | 6.70e-01 6.74e-01)
1140(1007) (2.54e+00 2.18e+00) XE:2.18e-01 (1.21e+00 1.21e+00 | 6.88e-01 6.74e-01)
