#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.35E-01	8.65E-01	7.41E-01	7.84E-01
1.50E-02	1.79E-01	8.21E-01	7.04E-01	7.65E-01
2.00E-02	2.24E-01	7.76E-01	6.65E-01	7.47E-01
2.50E-02	2.71E-01	7.29E-01	6.25E-01	7.25E-01
3.00E-02	3.21E-01	6.79E-01	5.82E-01	7.06E-01
3.50E-02	3.74E-01	6.26E-01	5.37E-01	6.85E-01
4.00E-02	4.25E-01	5.75E-01	4.93E-01	6.67E-01
4.50E-02	4.77E-01	5.23E-01	4.48E-01	6.48E-01
5.00E-02	5.21E-01	4.79E-01	4.11E-01	6.30E-01
