#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	3.06E-01	6.94E-01	5.21E-01	6.94E-01
1.50E-02	3.72E-01	6.28E-01	4.71E-01	6.76E-01
2.00E-02	4.25E-01	5.75E-01	4.31E-01	6.58E-01
2.50E-02	4.69E-01	5.31E-01	3.98E-01	6.40E-01
3.00E-02	5.07E-01	4.93E-01	3.70E-01	6.24E-01
3.50E-02	5.40E-01	4.60E-01	3.45E-01	6.06E-01
4.00E-02	5.70E-01	4.30E-01	3.23E-01	5.92E-01
4.50E-02	5.97E-01	4.03E-01	3.02E-01	5.74E-01
5.00E-02	6.19E-01	3.81E-01	2.86E-01	5.57E-01
