#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.45E-01	8.55E-01	7.48E-01	7.98E-01
1.50E-02	1.93E-01	8.07E-01	7.06E-01	7.79E-01
2.00E-02	2.39E-01	7.61E-01	6.66E-01	7.59E-01
2.50E-02	2.84E-01	7.16E-01	6.27E-01	7.38E-01
3.00E-02	3.31E-01	6.69E-01	5.85E-01	7.17E-01
3.50E-02	3.78E-01	6.22E-01	5.44E-01	6.96E-01
4.00E-02	4.25E-01	5.75E-01	5.03E-01	6.77E-01
4.50E-02	4.73E-01	5.27E-01	4.61E-01	6.57E-01
5.00E-02	5.16E-01	4.84E-01	4.24E-01	6.38E-01
