#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	4.16E-02	9.58E-01	5.99E-01	6.14E-01
1.50E-02	6.18E-02	9.38E-01	5.86E-01	6.08E-01
2.00E-02	8.33E-02	9.17E-01	5.73E-01	6.02E-01
2.50E-02	1.07E-01	8.93E-01	5.58E-01	5.95E-01
3.00E-02	1.30E-01	8.70E-01	5.44E-01	5.87E-01
3.50E-02	1.54E-01	8.46E-01	5.29E-01	5.79E-01
4.00E-02	1.80E-01	8.20E-01	5.13E-01	5.68E-01
4.50E-02	2.07E-01	7.93E-01	4.96E-01	5.57E-01
5.00E-02	2.34E-01	7.66E-01	4.79E-01	5.47E-01
