#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	4.90E-02	9.51E-01	7.13E-01	7.33E-01
1.50E-02	8.15E-02	9.19E-01	6.89E-01	7.23E-01
2.00E-02	1.22E-01	8.78E-01	6.59E-01	7.12E-01
2.50E-02	1.69E-01	8.31E-01	6.23E-01	7.00E-01
3.00E-02	2.17E-01	7.83E-01	5.87E-01	6.87E-01
3.50E-02	2.67E-01	7.33E-01	5.50E-01	6.74E-01
4.00E-02	3.13E-01	6.87E-01	5.15E-01	6.62E-01
4.50E-02	3.56E-01	6.44E-01	4.83E-01	6.48E-01
5.00E-02	3.95E-01	6.05E-01	4.54E-01	6.34E-01
