#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.89E-01	8.11E-01	6.76E-01	7.94E-01
1.50E-02	2.88E-01	7.12E-01	5.93E-01	7.74E-01
2.00E-02	3.68E-01	6.32E-01	5.27E-01	7.53E-01
2.50E-02	4.31E-01	5.69E-01	4.74E-01	7.32E-01
3.00E-02	4.84E-01	5.16E-01	4.30E-01	7.11E-01
3.50E-02	5.29E-01	4.71E-01	3.93E-01	6.91E-01
4.00E-02	5.66E-01	4.34E-01	3.62E-01	6.71E-01
4.50E-02	5.98E-01	4.02E-01	3.35E-01	6.52E-01
5.00E-02	6.26E-01	3.74E-01	3.12E-01	6.32E-01
