#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	7.13E-02	9.29E-01	7.43E-01	7.68E-01
1.50E-02	1.05E-01	8.95E-01	7.16E-01	7.54E-01
2.00E-02	1.37E-01	8.63E-01	6.90E-01	7.38E-01
2.50E-02	1.68E-01	8.32E-01	6.66E-01	7.24E-01
3.00E-02	1.97E-01	8.03E-01	6.42E-01	7.07E-01
3.50E-02	2.26E-01	7.74E-01	6.19E-01	6.87E-01
4.00E-02	2.53E-01	7.47E-01	5.98E-01	6.71E-01
4.50E-02	2.78E-01	7.22E-01	5.78E-01	6.53E-01
5.00E-02	3.03E-01	6.97E-01	5.58E-01	6.35E-01
