#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.70E-01	8.30E-01	7.26E-01	8.01E-01
1.50E-02	2.54E-01	7.46E-01	6.53E-01	7.80E-01
2.00E-02	3.25E-01	6.75E-01	5.91E-01	7.57E-01
2.50E-02	3.86E-01	6.14E-01	5.37E-01	7.34E-01
3.00E-02	4.39E-01	5.61E-01	4.91E-01	7.12E-01
3.50E-02	4.82E-01	5.18E-01	4.53E-01	6.91E-01
4.00E-02	5.18E-01	4.82E-01	4.22E-01	6.71E-01
4.50E-02	5.52E-01	4.48E-01	3.92E-01	6.50E-01
5.00E-02	5.80E-01	4.20E-01	3.68E-01	6.32E-01
