#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	2.42E-01	7.58E-01	6.32E-01	7.63E-01
1.50E-02	3.38E-01	6.62E-01	5.52E-01	7.43E-01
2.00E-02	4.14E-01	5.86E-01	4.88E-01	7.21E-01
2.50E-02	4.72E-01	5.28E-01	4.40E-01	7.01E-01
3.00E-02	5.21E-01	4.79E-01	3.99E-01	6.78E-01
3.50E-02	5.62E-01	4.38E-01	3.65E-01	6.57E-01
4.00E-02	5.96E-01	4.04E-01	3.37E-01	6.39E-01
4.50E-02	6.27E-01	3.73E-01	3.11E-01	6.21E-01
5.00E-02	6.54E-01	3.46E-01	2.88E-01	6.03E-01
