#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.20E-01	8.80E-01	6.60E-01	6.89E-01
1.50E-02	1.87E-01	8.13E-01	6.10E-01	6.74E-01
2.00E-02	2.64E-01	7.36E-01	5.52E-01	6.61E-01
2.50E-02	3.42E-01	6.58E-01	4.94E-01	6.45E-01
3.00E-02	4.13E-01	5.87E-01	4.40E-01	6.29E-01
3.50E-02	4.72E-01	5.28E-01	3.96E-01	6.12E-01
4.00E-02	5.24E-01	4.76E-01	3.57E-01	5.96E-01
4.50E-02	5.69E-01	4.31E-01	3.23E-01	5.79E-01
5.00E-02	6.07E-01	3.93E-01	2.95E-01	5.65E-01
