#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	7.50E-02	9.25E-01	6.94E-01	7.22E-01
1.50E-02	1.38E-01	8.62E-01	6.47E-01	7.09E-01
2.00E-02	2.09E-01	7.91E-01	5.93E-01	6.95E-01
2.50E-02	2.89E-01	7.11E-01	5.33E-01	6.77E-01
3.00E-02	3.63E-01	6.37E-01	4.78E-01	6.62E-01
3.50E-02	4.29E-01	5.71E-01	4.28E-01	6.44E-01
4.00E-02	4.83E-01	5.17E-01	3.88E-01	6.28E-01
4.50E-02	5.32E-01	4.68E-01	3.51E-01	6.13E-01
5.00E-02	5.73E-01	4.27E-01	3.20E-01	5.98E-01
