#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	3.94E-02	9.61E-01	6.40E-01	6.50E-01
1.50E-02	6.03E-02	9.40E-01	6.26E-01	6.43E-01
2.00E-02	8.58E-02	9.14E-01	6.09E-01	6.33E-01
2.50E-02	1.15E-01	8.85E-01	5.90E-01	6.22E-01
3.00E-02	1.52E-01	8.48E-01	5.65E-01	6.09E-01
3.50E-02	1.94E-01	8.06E-01	5.37E-01	5.97E-01
4.00E-02	2.36E-01	7.64E-01	5.09E-01	5.84E-01
4.50E-02	2.82E-01	7.18E-01	4.79E-01	5.71E-01
5.00E-02	3.28E-01	6.72E-01	4.48E-01	5.58E-01
