#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.12E-01	8.88E-01	7.10E-01	7.35E-01
1.50E-02	1.45E-01	8.55E-01	6.84E-01	7.22E-01
2.00E-02	1.77E-01	8.23E-01	6.58E-01	7.07E-01
2.50E-02	2.06E-01	7.94E-01	6.35E-01	6.92E-01
3.00E-02	2.35E-01	7.65E-01	6.12E-01	6.74E-01
3.50E-02	2.62E-01	7.38E-01	5.90E-01	6.55E-01
4.00E-02	2.88E-01	7.12E-01	5.70E-01	6.40E-01
4.50E-02	3.14E-01	6.86E-01	5.49E-01	6.22E-01
5.00E-02	3.37E-01	6.63E-01	5.30E-01	6.04E-01
