#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	5.23E-02	9.48E-01	6.32E-01	6.45E-01
1.50E-02	7.68E-02	9.23E-01	6.15E-01	6.36E-01
2.00E-02	1.01E-01	8.99E-01	5.99E-01	6.25E-01
2.50E-02	1.26E-01	8.74E-01	5.83E-01	6.14E-01
3.00E-02	1.52E-01	8.48E-01	5.65E-01	6.02E-01
3.50E-02	1.79E-01	8.21E-01	5.47E-01	5.89E-01
4.00E-02	2.08E-01	7.92E-01	5.28E-01	5.76E-01
4.50E-02	2.37E-01	7.63E-01	5.09E-01	5.64E-01
5.00E-02	2.67E-01	7.33E-01	4.89E-01	5.50E-01
