#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.04E-01	8.96E-01	7.84E-01	8.37E-01
1.50E-02	1.53E-01	8.47E-01	7.41E-01	8.18E-01
2.00E-02	2.00E-01	8.00E-01	7.00E-01	7.98E-01
2.50E-02	2.48E-01	7.52E-01	6.58E-01	7.76E-01
3.00E-02	2.94E-01	7.06E-01	6.18E-01	7.54E-01
3.50E-02	3.43E-01	6.57E-01	5.75E-01	7.33E-01
4.00E-02	3.91E-01	6.09E-01	5.33E-01	7.12E-01
4.50E-02	4.38E-01	5.62E-01	4.92E-01	6.92E-01
5.00E-02	4.84E-01	5.16E-01	4.52E-01	6.73E-01
