#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	6.46E-02	9.35E-01	7.48E-01	7.73E-01
1.50E-02	9.90E-02	9.01E-01	7.21E-01	7.58E-01
2.00E-02	1.34E-01	8.66E-01	6.93E-01	7.39E-01
2.50E-02	1.69E-01	8.31E-01	6.65E-01	7.22E-01
3.00E-02	2.04E-01	7.96E-01	6.37E-01	7.02E-01
3.50E-02	2.39E-01	7.61E-01	6.09E-01	6.84E-01
4.00E-02	2.75E-01	7.25E-01	5.80E-01	6.66E-01
4.50E-02	3.12E-01	6.88E-01	5.50E-01	6.46E-01
5.00E-02	3.46E-01	6.54E-01	5.23E-01	6.28E-01
