#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	8.32E-02	9.17E-01	6.11E-01	6.31E-01
1.50E-02	1.05E-01	8.95E-01	5.97E-01	6.21E-01
2.00E-02	1.33E-01	8.67E-01	5.78E-01	6.12E-01
2.50E-02	1.67E-01	8.33E-01	5.55E-01	5.99E-01
3.00E-02	2.07E-01	7.93E-01	5.29E-01	5.85E-01
3.50E-02	2.52E-01	7.48E-01	4.99E-01	5.73E-01
4.00E-02	2.97E-01	7.03E-01	4.69E-01	5.60E-01
4.50E-02	3.43E-01	6.57E-01	4.38E-01	5.48E-01
5.00E-02	3.88E-01	6.12E-01	4.08E-01	5.34E-01
