#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.14E-01	8.86E-01	7.88E-01	8.48E-01
1.50E-02	1.68E-01	8.32E-01	7.40E-01	8.29E-01
2.00E-02	2.18E-01	7.82E-01	6.95E-01	8.08E-01
2.50E-02	2.66E-01	7.34E-01	6.52E-01	7.84E-01
3.00E-02	3.11E-01	6.89E-01	6.12E-01	7.63E-01
3.50E-02	3.58E-01	6.42E-01	5.71E-01	7.41E-01
4.00E-02	4.03E-01	5.97E-01	5.31E-01	7.19E-01
4.50E-02	4.47E-01	5.53E-01	4.92E-01	6.98E-01
5.00E-02	4.89E-01	5.11E-01	4.54E-01	6.78E-01
