#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.55E-01	8.45E-01	7.61E-01	8.46E-01
1.50E-02	2.46E-01	7.54E-01	6.79E-01	8.21E-01
2.00E-02	3.18E-01	6.82E-01	6.14E-01	7.96E-01
2.50E-02	3.73E-01	6.27E-01	5.64E-01	7.70E-01
3.00E-02	4.19E-01	5.81E-01	5.23E-01	7.45E-01
3.50E-02	4.57E-01	5.43E-01	4.89E-01	7.24E-01
4.00E-02	4.89E-01	5.11E-01	4.60E-01	7.01E-01
4.50E-02	5.20E-01	4.80E-01	4.32E-01	6.79E-01
5.00E-02	5.43E-01	4.57E-01	4.11E-01	6.58E-01
