#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.25E-01	8.75E-01	7.29E-01	7.63E-01
1.50E-02	1.66E-01	8.34E-01	6.95E-01	7.47E-01
2.00E-02	2.13E-01	7.87E-01	6.56E-01	7.29E-01
2.50E-02	2.65E-01	7.35E-01	6.13E-01	7.10E-01
3.00E-02	3.23E-01	6.77E-01	5.64E-01	6.91E-01
3.50E-02	3.80E-01	6.20E-01	5.17E-01	6.72E-01
4.00E-02	4.38E-01	5.62E-01	4.68E-01	6.53E-01
4.50E-02	4.90E-01	5.10E-01	4.25E-01	6.34E-01
5.00E-02	5.38E-01	4.62E-01	3.85E-01	6.17E-01
