#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	6.21E-02	9.38E-01	7.03E-01	7.23E-01
1.50E-02	9.13E-02	9.09E-01	6.82E-01	7.11E-01
2.00E-02	1.20E-01	8.80E-01	6.60E-01	6.98E-01
2.50E-02	1.47E-01	8.53E-01	6.40E-01	6.84E-01
3.00E-02	1.74E-01	8.26E-01	6.20E-01	6.70E-01
3.50E-02	2.01E-01	7.99E-01	5.99E-01	6.52E-01
4.00E-02	2.27E-01	7.73E-01	5.80E-01	6.38E-01
4.50E-02	2.52E-01	7.48E-01	5.61E-01	6.22E-01
5.00E-02	2.77E-01	7.23E-01	5.42E-01	6.05E-01
