#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.12E-01	8.88E-01	7.10E-01	7.48E-01
1.50E-02	1.48E-01	8.52E-01	6.82E-01	7.31E-01
2.00E-02	1.83E-01	8.17E-01	6.54E-01	7.11E-01
2.50E-02	2.18E-01	7.82E-01	6.26E-01	6.93E-01
3.00E-02	2.54E-01	7.46E-01	5.97E-01	6.74E-01
3.50E-02	2.89E-01	7.11E-01	5.69E-01	6.55E-01
4.00E-02	3.25E-01	6.75E-01	5.40E-01	6.36E-01
4.50E-02	3.59E-01	6.41E-01	5.13E-01	6.18E-01
5.00E-02	3.92E-01	6.08E-01	4.86E-01	6.00E-01
