#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.15E-01	8.85E-01	7.74E-01	8.35E-01
1.50E-02	1.96E-01	8.04E-01	7.04E-01	8.13E-01
2.00E-02	2.72E-01	7.28E-01	6.37E-01	7.91E-01
2.50E-02	3.38E-01	6.62E-01	5.79E-01	7.68E-01
3.00E-02	3.94E-01	6.06E-01	5.30E-01	7.46E-01
3.50E-02	4.41E-01	5.59E-01	4.89E-01	7.26E-01
4.00E-02	4.82E-01	5.18E-01	4.53E-01	7.06E-01
4.50E-02	5.16E-01	4.84E-01	4.24E-01	6.86E-01
5.00E-02	5.49E-01	4.51E-01	3.95E-01	6.66E-01
