#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	8.54E-02	9.15E-01	5.72E-01	5.95E-01
1.50E-02	1.07E-01	8.93E-01	5.58E-01	5.90E-01
2.00E-02	1.29E-01	8.71E-01	5.44E-01	5.82E-01
2.50E-02	1.53E-01	8.47E-01	5.29E-01	5.74E-01
3.00E-02	1.76E-01	8.24E-01	5.15E-01	5.65E-01
3.50E-02	2.02E-01	7.98E-01	4.99E-01	5.54E-01
4.00E-02	2.28E-01	7.72E-01	4.83E-01	5.45E-01
4.50E-02	2.56E-01	7.44E-01	4.65E-01	5.32E-01
5.00E-02	2.85E-01	7.15E-01	4.47E-01	5.22E-01
