# GX (Channel Output Probability) Table
# Parameters: Pi=0.004000 Pd=0.004000 Ps=0.004000 Pt=0.992000
# Nu=6 Q=18 Nu2min=3 Nu2max=9
# Format: ly binary(y) xi probability
ly	binary(y)	xi	probability
9	101110101	13	1.963556391059e-12
9	101110101	14	1.959637623670e-12
9	101110101	15	1.182078433325e-14
9	101110101	16	3.982614893154e-15
9	101110101	17	3.967192927748e-15
9	101110110	0	2.356242536351e-14
9	101110110	1	7.854672122789e-15
9	101110110	2	1.007268748506e-12
9	101110110	3	7.901636400110e-15
9	101110110	4	4.785587021295e-17
9	101110110	5	9.838171983857e-13
9	101110110	6	7.917567369395e-15
9	101110110	7	4.898935710392e-10
9	101110110	8	1.580359088318e-14
9	101110110	9	9.469015708892e-17
9	101110110	10	3.935143138173e-15
9	101110110	11	1.183639720620e-14
9	101110110	12	1.182072086323e-14
9	101110110	13	4.889216061043e-10
9	101110110	14	1.959637624180e-12
9	101110110	15	1.624779945289e-17
9	101110110	16	9.994303241829e-13
9	101110110	17	3.998798959451e-15
9	101110111	0	5.867043915513e-12
9	101110111	1	1.955813167667e-12
9	101110111	2	4.045383714601e-15
9	101110111	3	1.967507463627e-12
9	101110111	4	7.965293998397e-15
9	101110111	5	3.982742839423e-15
9	101110111	6	1.971442478550e-12
9	101110111	7	1.967475793617e-12
9	101110111	8	6.346823647865e-17
9	101110111	9	2.357784911514e-14
9	101110111	10	9.798505774273e-13
9	101110111	11	4.753649844879e-17
9	101110111	12	2.943343628205e-12
9	101110111	13	1.963556453502e-12
9	101110111	14	7.870030619196e-15
9	101110111	15	4.045511156222e-15
9	101110111	16	4.013904098845e-15
9	101110111	17	1.605943357209e-17
9	101111000	0	2.548873896192e-19
9	101111000	1	9.916549867753e-13
9	101111000	2	2.943422770728e-12
9	101111000	3	1.274498469431e-19
9	101111000	4	7.901699865013e-15
9	101111000	5	1.188425102399e-14
9	101111000	6	9.955903817258e-13
9	101111000	7	9.995570666589e-13
9	101111000	8	1.461881734202e-09
9	101111000	9	1.021584580224e-21
9	101111000	10	7.885769148555e-15
9	101111000	11	9.876888100774e-13
9	101111000	12	1.183658709012e-14
9	101111000	13	9.916237617931e-13
9	101111000	14	1.219835030764e-07
9	101111000	15	4.766393699862e-17
9	101111000	16	7.927099437570e-17
9	101111000	17	5.878833346643e-12
9	101111001	0	6.346696001518e-17
9	101111001	1	2.469220599738e-10
9	101111001	2	1.182097549568e-14
9	101111001	3	3.173501188884e-17
9	101111001	4	1.967507335931e-12
9	101111001	5	4.772817371722e-17
9	101111001	6	2.459345137732e-10
9	101111001	7	7.965166557800e-15
9	101111001	8	5.871010980729e-12
9	101111001	9	2.543745604759e-19
9	101111001	10	1.963556454014e-12
9	101111001	11	3.966621728250e-15
9	101111001	12	2.943327761980e-12
9	101111001	13	3.982552188801e-15
9	101111001	14	4.898935866521e-10
9	101111001	15	1.182078433325e-14
9	101111001	16	3.823351479822e-19
9	101111001	17	2.360977247648e-14
9	101111010	0	6.334002816096e-17
9	101111010	1	9.994305790662e-13
9	101111010	2	1.007268748506e-12
9	101111010	3	3.160808003462e-17
9	101111010	4	7.901827563564e-15
9	101111010	5	1.183665157968e-14
9	101111010	6	1.188431474582e-14
9	101111010	7	2.439749081377e-10
9	101111010	8	5.871042586761e-12
9	101111010	9	2.543725132209e-19
9	101111010	10	1.180491784737e-14
9	101111010	11	1.182072035346e-14
9	101111010	12	1.182078484199e-14
9	101111010	13	9.915919648538e-13
9	101111010	14	4.898935866526e-10
9	101111010	15	1.624779945289e-17
9	101111010	16	7.854417239547e-15
9	101111010	17	2.360977298625e-14
9	101111011	0	1.577166701208e-14
9	101111011	1	2.488582139966e-10
9	101111011	2	4.045383714601e-15
9	101111011	3	7.870411928620e-15
9	101111011	4	1.967554935885e-12
9	101111011	5	4.760098493250e-17
9	101111011	6	2.951292800318e-12
9	101111011	7	9.838013316439e-13
9	101111011	8	2.357848428418e-14
9	101111011	9	6.333875579201e-17
9	101111011	10	2.939424543737e-12
9	101111011	11	4.747302944257e-17
9	101111011	12	2.943359431987e-12
9	101111011	13	3.998227505078e-15
9	101111011	14	1.967444123103e-12
9	101111011	15	4.045511156222e-15
9	101111011	16	3.167154083948e-17
9	101111011	17	9.481836540661e-17
9	101111100	0	1.624652298943e-17
9	101111100	1	1.185245331906e-14
9	101111100	2	7.329122699112e-10
9	101111100	3	1.911706614417e-19
9	101111100	4	3.982488465939e-15
9	101111100	5	2.959178504973e-12
9	101111100	6	3.998354946690e-15
9	101111100	7	2.955243617492e-12
9	101111100	8	7.329123017076e-10
9	101111100	9	1.906547367502e-19
9	101111100	10	4.753623945871e-17
9	101111100	11	2.459345137093e-10
9	101111100	12	4.753649433784e-17
9	101111100	13	2.459305629556e-10
9	101111100	14	7.328964669588e-10
9	101111100	15	1.914214337294e-19
9	101111100	16	1.185270820231e-14
9	101111100	17	1.007300671868e-12
9	101111101	0	4.045384224368e-15
9	101111101	1	2.943359305055e-12
9	101111101	2	2.943422898424e-12
9	101111101	3	4.760149469898e-17
9	101111101	4	9.876729441084e-13
9	101111101	5	1.188431525559e-14
9	101111101	6	9.876888103343e-13
9	101111101	7	1.188431525559e-14
9	101111101	8	2.943422898424e-12
9	101111101	9	4.747302945080e-17
9	101111101	10	1.182059342161e-14
9	101111101	11	9.876888103343e-13
9	101111101	12	1.182059342161e-14
9	101111101	13	9.876729441084e-13
9	101111101	14	2.943359305055e-12
9	101111101	15	4.747302945080e-17
9	101111101	16	4.760149469898e-17
9	101111101	17	4.045384224368e-15
9	101111110	0	4.045383714601e-15
9	101111110	1	4.045574622149e-15
9	101111110	2	2.508099183781e-10
9	101111110	3	4.760098493250e-17
9	101111110	4	4.772842757683e-17
9	101111110	5	2.947326243339e-12
9	101111110	6	4.772817166997e-17
9	101111110	7	2.947310376858e-12
9	101111110	8	2.951292800318e-12
9	101111110	9	4.747302944257e-17
9	101111110	10	4.747328740081e-17
9	101111110	11	2.943359368012e-12
9	101111110	12	4.747303149394e-17
9	101111110	13	2.943343501530e-12
9	101111110	14	2.943359431987e-12
9	101111110	15	6.525220663812e-20
9	101111110	16	4.045383459718e-15
9	101111110	17	4.045511156222e-15
9	101111111	0	1.007300544936e-12
9	101111111	1	1.007300544936e-12
9	101111111	2	1.007300544936e-12
9	101111111	3	1.185264524819e-14
9	101111111	4	1.185264524819e-14
9	101111111	5	1.185264524819e-14
9	101111111	6	1.185258152738e-14
9	101111111	7	1.185258152738e-14
9	101111111	8	1.185258152738e-14
9	101111111	9	1.182078433120e-14
9	101111111	10	1.182078433120e-14
9	101111111	11	1.182078433120e-14
9	101111111	12	1.182072061039e-14
9	101111111	13	1.182072061039e-14
9	101111111	14	1.182072061039e-14
9	101111111	15	1.624703275591e-17
9	101111111	16	1.624703275591e-17
9	101111111	17	1.624703275591e-17
9	110000000	0	6.524912753378e-20
9	110000000	1	6.524912753378e-20
9	110000000	2	6.524912753378e-20
9	110000000	3	4.760021618004e-17
9	110000000	4	4.760021618004e-17
9	110000000	5	4.760021618004e-17
9	110000000	6	4.766393699040e-17
9	110000000	7	4.766393699040e-17
9	110000000	8	4.766393699040e-17
9	110000000	9	2.951292672622e-12
9	110000000	10	2.951292672622e-12
9	110000000	11	2.951292672622e-12
9	110000000	12	2.951292736342e-12
9	110000000	13	2.951292736342e-12
9	110000000	14	2.951292736342e-12
9	110000000	15	2.508178356890e-10
9	110000000	16	2.508178356890e-10
9	110000000	17	2.508178356890e-10
9	110000001	0	1.624703275591e-17
9	110000001	1	1.624651991855e-17
9	110000001	2	2.620570547716e-22
9	110000001	3	1.185245382883e-14
9	110000001	4	1.185238985109e-14
9	110000001	5	1.911665628043e-19
9	110000001	6	1.186825633287e-14
9	110000001	7	1.914224696732e-19
9	110000001	8	1.914214336964e-19
9	110000001	9	7.348718754828e-10
9	110000001	10	7.338802520411e-10
9	110000001	11	1.188431423298e-14
9	110000001	12	7.338802679076e-10
9	110000001	13	1.188431448889e-14
9	110000001	14	1.185258127045e-14
9	110000001	15	6.245166967614e-08
9	110000001	16	1.007348080915e-12
9	110000001	17	1.007300544936e-12
9	110000010	0	1.624652298943e-17
9	110000010	1	1.911706614417e-19
9	110000010	2	1.906547367502e-19
9	110000010	3	1.185245331906e-14
9	110000010	4	3.982488465939e-15
9	110000010	5	4.753623945871e-17
9	110000010	6	3.998354946690e-15
9	110000010	7	4.753649433784e-17
9	110000010	8	1.914214337294e-19
9	110000010	9	7.329122699112e-10
9	110000010	10	2.959178504973e-12
9	110000010	11	2.459345137093e-10
9	110000010	12	2.955243617492e-12
9	110000010	13	2.459305629556e-10
9	110000010	14	1.185270820231e-14
9	110000010	15	7.329123017076e-10
9	110000010	16	7.328964669588e-10
9	110000010	17	1.007300671868e-12
9	110000011	0	4.045384224368e-15
9	110000011	1	4.760123776026e-17
9	110000011	2	7.687607780297e-22
9	110000011	3	2.951260876447e-12
9	110000011	4	9.916396275071e-13
9	110000011	5	1.911665504384e-19
9	110000011	6	9.955903814689e-13
9	110000011	7	1.911665504384e-19
9	110000011	8	7.687607780297e-22
9	110000011	9	1.824951552079e-07
9	110000011	10	7.358516783320e-10
9	110000011	11	9.955903814689e-13
9	110000011	12	7.358516783320e-10
9	110000011	13	9.916396275071e-13
9	110000011	14	4.760123776026e-17
9	110000011	15	1.824951552079e-07
9	110000011	16	2.951260876447e-12
9	110000011	17	4.045384224368e-15
9	110000100	0	3.807966482193e-19
9	110000100	1	1.271949431305e-19
9	110000100	2	1.624703275591e-17
9	110000100	3	7.933115238933e-15
9	110000100	4	1.605765039246e-17
9	110000100	5	1.185245382883e-14
9	110000100	6	1.914214336964e-19
9	110000100	7	1.185245382574e-14
9	110000100	8	2.551392102001e-19
9	110000100	9	5.871010790331e-12
9	110000100	10	2.449665315788e-10
9	110000100	11	7.348718754828e-10
9	110000100	12	1.185258127045e-14
9	110000100	13	4.899172123514e-10
9	110000100	14	1.959732506249e-12
9	110000100	15	1.007300544936e-12
9	110000100	16	6.196569528515e-08
9	110000100	17	3.927145086008e-12
9	110000101	0	9.481836540661e-17
9	110000101	1	3.154384433553e-17
9	110000101	2	6.525220663812e-20
9	110000101	3	1.975345694494e-12
9	110000101	4	3.982424490250e-15
9	110000101	5	4.760047413828e-17
9	110000101	6	4.766368005168e-17
9	110000101	7	4.760021617180e-17
9	110000101	8	1.024655462651e-21
9	110000101	9	1.461881686792e-09
9	110000101	10	6.074975212616e-08
9	110000101	11	2.959194244013e-12
9	110000101	12	2.947310312882e-12
9	110000101	13	1.967539132870e-12
9	110000101	14	7.870411671681e-15
9	110000101	15	2.508099183781e-10
9	110000101	16	2.488582141875e-10
9	110000101	17	1.577166701208e-14
9	110000110	0	9.481836335936e-17
9	110000110	1	1.535482522017e-21
9	110000110	2	4.747302945080e-17
9	110000110	3	1.975345694492e-12
9	110000110	4	1.605816323804e-17
9	110000110	5	1.183652362522e-14
9	110000110	6	1.605765038831e-17
9	110000110	7	7.901762560137e-15
9	110000110	8	1.024663684558e-21
9	110000110	9	1.461873816891e-09
9	110000110	10	1.983326408661e-12
9	110000110	11	6.123769391361e-08
9	110000110	12	1.186844826302e-14
9	110000110	13	4.899092949136e-10
9	110000110	14	7.902017703383e-15
9	110000110	15	2.943422898424e-12
9	110000110	16	6.148359293349e-08
9	110000110	17	1.580327304378e-14
9	110000111	0	2.360977247648e-14
9	110000111	1	3.183574071313e-19
9	110000111	2	1.914214337294e-19
9	110000111	3	4.918610779286e-10
9	110000111	4	3.998355203629e-15
9	110000111	5	4.760047105917e-17
9	110000111	6	3.998354945658e-15
9	110000111	7	3.173398721715e-17
9	110000111	8	4.115115199030e-24
9	110000111	9	3.640065804058e-07
9	110000111	10	2.488896936044e-10
9	110000111	11	2.479020049858e-10
9	110000111	12	2.955227623823e-12
9	110000111	13	1.967523138946e-12
9	110000111	14	3.173501085696e-17
9	110000111	15	7.329122699112e-10
9	110000111	16	2.469220917071e-10
9	110000111	17	6.346696001518e-17
9	110001000	0	6.449571715699e-20
9	110001000	1	1.612009678251e-17
9	110001000	2	1.624703275591e-17
9	110001000	3	3.173424517542e-17
9	110001000	4	7.901635627255e-15
9	110001000	5	1.185239035982e-14
9	110001000	6	1.916763293037e-19
9	110001000	7	3.966812634770e-15
9	110001000	8	9.481785359287e-17
9	110001000	9	1.580339997564e-14
9	110001000	10	4.899014567439e-10
9	110001000	11	4.908891453625e-10
9	110001000	12	9.917029030385e-13
9	110001000	13	1.979407387916e-12
9	110001000	14	4.899093582523e-10
9	110001000	15	1.007300544936e-12
9	110001000	16	4.869974787491e-10
9	110001000	17	1.460893934963e-09
9	110001001	0	1.605943357209e-17
9	110001001	1	4.013776402341e-15
9	110001001	2	6.525220663812e-20
9	110001001	3	7.901827048680e-15
9	110001001	4	1.967491404449e-12
9	110001001	5	4.760021719545e-17
9	110001001	6	4.772663929963e-17
9	110001001	7	1.593097546871e-17
9	110001001	8	3.807945927425e-19
9	110001001	9	3.935046593933e-12
9	110001001	10	1.219834952379e-07
9	110001001	11	1.971474147283e-12
9	110001001	12	2.449704664676e-10
9	110001001	13	1.190024494534e-14
9	110001001	14	1.967507462861e-12
9	110001001	15	2.508099183781e-10
9	110001001	16	1.955813358574e-12
9	110001001	17	5.867043915513e-12
9	110001010	0	1.593250171786e-17
9	110001010	1	1.599443732190e-17
9	110001010	2	4.747302945080e-17
9	110001010	3	7.901827046633e-15
9	110001010	4	7.901698842405e-15
9	110001010	5	1.182084677248e-14
9	110001010	6	1.605765142021e-17
9	110001010	7	1.618407146892e-17
9	110001010	8	3.807946009644e-19
9	110001010	9	3.927176692039e-12
9	110001010	10	4.879536876317e-10
9	110001010	11	9.739280310870e-10
9	110001010	12	1.583519563945e-14
9	110001010	13	2.430069260080e-10
9	110001010	14	1.967539068892e-12
9	110001010	15	2.943422898424e-12
9	110001010	16	4.895127089008e-12
9	110001010	17	5.867043916023e-12
9	110001011	0	3.967192927748e-15
9	110001011	1	3.982550915413e-15
9	110001011	2	1.914214337294e-19
9	110001011	3	1.967554934612e-12
9	110001011	4	1.967522948036e-12
9	110001011	5	4.753700205295e-17
9	110001011	6	3.998355200554e-15
9	110001011	7	6.499833054734e-20
9	110001011	8	1.529295586202e-21
9	110001011	9	9.778669963178e-10
9	110001011	10	1.215004563838e-07
9	110001011	11	3.919274865508e-12
9	110001011	12	3.935077945591e-12
9	110001011	13	9.798980504505e-13
9	110001011	14	7.901763328885e-15
9	110001011	15	7.329122699112e-10
9	110001011	16	1.969087815421e-14
9	110001011	17	2.356242536555e-14
9	110001100	0	1.921881430415e-19
9	110001100	1	3.167103105646e-17
9	110001100	2	4.045511156222e-15
9	110001100	3	7.886086733058e-15
9	110001100	4	3.966748400087e-15
9	110001100	5	2.951245199596e-12
9	110001100	6	7.697844550348e-22
9	110001100	7	9.877362188700e-13
9	110001100	8	1.624652094217e-17
9	110001100	9	1.007332277899e-12
9	110001100	10	4.899093422581e-10
9	110001100	11	1.222313971953e-07
9	110001100	12	3.982742582484e-15
9	110001100	13	2.479138415721e-10
9	110001100	14	4.869896087824e-10
9	110001100	15	4.045383714601e-15
9	110001100	16	1.212604125868e-07
9	110001100	17	4.908891136295e-10
9	110001101	0	4.785484761732e-17
9	110001101	1	7.854290303574e-15
9	110001101	2	1.624779945289e-17
9	110001101	3	1.963635596531e-12
9	110001101	4	9.837695339369e-13
9	110001101	5	1.185245408167e-14
9	110001101	6	1.916732501993e-19
9	110001101	7	3.966812123980e-15
9	110001101	8	6.524707205693e-20
9	110001101	9	2.508257371969e-10
9	110001101	10	1.214975208944e-07
9	110001101	11	4.908970626735e-10
9	110001101	12	9.838171344080e-13
9	110001101	13	9.956537846978e-13
9	110001101	14	1.955781561375e-12
9	110001101	15	1.007268748506e-12
9	110001101	16	4.869896087832e-10
9	110001101	17	1.971442223412e-12
9	110001110	0	4.785433785084e-17
9	110001110	1	2.553991745803e-19
9	110001110	2	1.182078433325e-14
9	110001110	3	1.963635596531e-12
9	110001110	4	4.760072491468e-17
9	110001110	5	2.943390846347e-12
9	110001110	6	6.448855992053e-20
9	110001110	7	3.998355198494e-15
9	110001110	8	6.524911931188e-20
9	110001110	9	2.508257055909e-10
9	110001110	10	3.931111324380e-12
9	110001110	11	2.425080797407e-07
9	110001110	12	6.359516321062e-17
9	110001110	13	3.931111324892e-12
9	110001110	14	1.963651463269e-12
9	110001110	15	1.182097549568e-14
9	110001110	16	7.329122381780e-10
9	110001110	17	1.971442350344e-12
9	110001111	0	1.191573012486e-14
9	110001111	1	4.766393699862e-17
9	110001111	2	4.766393699862e-17
9	110001111	3	4.889452635363e-10
9	110001111	4	1.183671351119e-14
9	110001111	5	1.183671351119e-14
9	110001111	6	1.605765140785e-17
9	110001111	7	1.605765140785e-17
9	110001111	8	2.620446558710e-22
9	110001111	9	6.245560069213e-08
9	110001111	10	9.758994415114e-10
9	110001111	11	9.758994415114e-10
9	110001111	12	1.580352588591e-14
9	110001111	13	1.580352588591e-14
9	110001111	14	7.886150454896e-15
9	110001111	15	2.943422770728e-12
9	110001111	16	2.943422770728e-12
9	110001111	17	7.917439158007e-15
9	110010000	0	1.599342389365e-17
9	110010000	1	1.624703275591e-17
9	110010000	2	1.624703275591e-17
9	110010000	3	1.911655268275e-19
9	110010000	4	7.901636140088e-15
9	110010000	5	7.901636140088e-15
9	110010000	6	3.192362344846e-17
9	110010000	7	3.192362344846e-17
9	110010000	8	1.186832031061e-14
9	110010000	9	1.185258101454e-14
9	110010000	10	1.975377492708e-12
9	110010000	11	1.975377492708e-12
9	110010000	12	4.889335062200e-10
9	110010000	13	4.889335062200e-10
9	110010000	14	7.348718913492e-10
9	110010000	15	1.007300544936e-12
9	110010000	16	1.007300544936e-12
9	110010000	17	6.147874504206e-08
9	110010001	0	3.982362549520e-15
9	110010001	1	4.045383459718e-15
9	110010001	2	6.525220663812e-20
9	110010001	3	4.760021618004e-17
9	110010001	4	1.967507398625e-12
9	110010001	5	3.173347847841e-17
9	110010001	6	7.933051781195e-15
9	110010001	7	1.284652813210e-19
9	110010001	8	4.766393699040e-17
9	110010001	9	2.951292672622e-12
9	110010001	10	4.918650132608e-10
9	110010001	11	7.933370385247e-15
9	110010001	12	1.214975288118e-07
9	110010001	13	1.971489949785e-12
9	110010001	14	2.951292736342e-12
9	110010001	15	2.508099183781e-10
9	110010001	16	4.045574622149e-15
9	110010001	17	2.469025905304e-10
9	110010010	0	3.982235617665e-15
9	110010010	1	4.760149469898e-17
9	110010010	2	4.747302945080e-17
9	110010010	3	4.760021413279e-17
9	110010010	4	9.876888095666e-13
9	110010010	5	3.966811101376e-15
9	110010010	6	3.198760118931e-17
9	110010010	7	3.950881155722e-15
9	110010010	8	4.766393699862e-17
9	110010010	9	2.943422770728e-12
9	110010010	10	2.449665317708e-10
9	110010010	11	1.975345759490e-12
9	110010010	12	2.449704983272e-10
9	110010010	13	6.099175551280e-08
9	110010010	14	2.951324342374e-12
9	110010010	15	2.943422898424e-12
9	110010010	16	2.943359305055e-12
9	110010010	17	2.469025905309e-10
9	110010011	0	9.915766687987e-13
9	110010011	1	1.185270820231e-14
9	110010011	2	1.914214337294e-19
9	110010011	3	1.185245331906e-14
9	110010011	4	2.459345135821e-10
9	110010011	5	1.593096931460e-17
9	110010011	6	7.964848718398e-15
9	110010011	7	1.593096931460e-17
9	110010011	8	1.914214337294e-19
9	110010011	9	7.329122699112e-10
9	110010011	10	6.099666246004e-08
9	110010011	11	7.964848718398e-15
9	110010011	12	6.099666246004e-08
9	110010011	13	2.459345135821e-10
9	110010011	14	1.185270820231e-14
9	110010011	15	7.329122699112e-10
9	110010011	16	1.185245331906e-14
9	110010011	17	9.915766687987e-13
9	110010100	0	3.166975870405e-17
9	110010100	1	3.167154083948e-17
9	110010100	2	4.045511156222e-15
9	110010100	3	3.185990055796e-17
9	110010100	4	3.179719929700e-17
9	110010100	5	1.967507398882e-12
9	110010100	6	1.282073230862e-19
9	110010100	7	3.998227507125e-15
9	110010100	8	6.352966333983e-17
9	110010100	9	2.357835658768e-14
9	110010100	10	9.916869738575e-13
9	110010100	11	4.918689956843e-10
9	110010100	12	1.963588378393e-12
9	110010100	13	6.075072797832e-08
9	110010100	14	4.879733940559e-10
9	110010100	15	4.045383714601e-15
9	110010100	16	2.488582139966e-10
9	110010100	17	2.469143168137e-10
9	110010101	0	7.885769917308e-15
9	110010101	1	7.854417239547e-15
9	110010101	2	1.624779945289e-17
9	110010101	3	7.933115238933e-15
9	110010101	4	7.917438647213e-15
9	110010101	5	7.901636141124e-15
9	110010101	6	3.185964570761e-17
9	110010101	7	1.605713961881e-17
9	110010101	8	2.551392102001e-19
9	110010101	9	5.871010790331e-12
9	110010101	10	2.459384330489e-10
9	110010101	11	1.975409225926e-12
9	110010101	12	4.879418827783e-10
9	110010101	13	2.439788589554e-10
9	110010101	14	1.959732506249e-12
9	110010101	15	1.007268748506e-12
9	110010101	16	9.994305790662e-13
9	110010101	17	9.916237623039e-13
9	110010110	0	7.885769407541e-15
9	110010110	1	3.823351479822e-19
9	110010110	2	1.182078433325e-14
9	110010110	3	7.933115238925e-15
9	110010110	4	3.966621983133e-15
9	110010110	5	9.877359642427e-13
9	110010110	6	1.284642618045e-19
9	110010110	7	3.998099808574e-15
9	110010110	8	2.551412574551e-19
9	110010110	9	5.870979184299e-12
9	110010110	10	9.917187707967e-13
9	110010110	11	4.918610941129e-10
9	110010110	12	9.838172623583e-13
9	110010110	13	6.099370331358e-08
9	110010110	14	1.967602408142e-12
9	110010110	15	1.182097549568e-14
9	110010110	16	2.469220599738e-10
9	110010110	17	9.916238892357e-13
9	110010111	0	1.963556582478e-12
9	110010111	1	7.927099437570e-17
9	110010111	2	4.766393699862e-17
9	110010111	3	1.975345694492e-12
9	110010111	4	9.876888732884e-13
9	110010111	5	3.966811359335e-15
9	110010111	6	3.198734425059e-17
9	110010111	7	1.605688267187e-17
9	110010111	8	1.024663684558e-21
9	110010111	9	1.461873816891e-09
9	110010111	10	2.459542045222e-10
9	110010111	11	1.983247330881e-12
9	110010111	12	2.449665159038e-10
9	110010111	13	2.449585984654e-10
9	110010111	14	7.902017703383e-15
9	110010111	15	2.943422770728e-12
9	110010111	16	9.916549867753e-13
9	110010111	17	3.982425257975e-15
9	110011000	0	1.586801726898e-17
9	110011000	1	4.013904098845e-15
9	110011000	2	4.045511156222e-15
9	110011000	3	1.274467677728e-19
9	110011000	4	9.837853366979e-13
9	110011000	5	1.967507398627e-12
9	110011000	6	1.916763293037e-19
9	110011000	7	1.612213790803e-17
9	110011000	8	2.360964554463e-14
9	110011000	9	6.346746978167e-17
9	110011000	10	2.469181881712e-10
9	110011000	11	4.908891453625e-10
9	110011000	12	2.459463184986e-10
9	110011000	13	2.459542359370e-10
9	110011000	14	1.219874302048e-07
9	110011000	15	4.045383714601e-15
9	110011000	16	1.955813167667e-12
9	110011000	17	1.217463672240e-07
9	110011001	0	3.951136299976e-15
9	110011001	1	9.994303241829e-13
9	110011001	2	1.624779945289e-17
9	110011001	3	3.173424517542e-17
9	110011001	4	2.449625487741e-10
9	110011001	5	7.901636140092e-15
9	110011001	6	4.753649844879e-17
9	110011001	7	6.500448051759e-20
9	110011001	8	9.481785359287e-17
9	110011001	9	1.580339997564e-14
9	110011001	10	6.148262095307e-08
9	110011001	11	1.971442478550e-12
9	110011001	12	6.075170776530e-08
9	110011001	13	1.971521619284e-12
9	110011001	14	4.899093582523e-10
9	110011001	15	1.007268748506e-12
9	110011001	16	7.854672122789e-15
9	110011001	17	4.889412338315e-10
9	110011010	0	3.919530268274e-15
9	110011010	1	3.982614893154e-15
9	110011010	2	1.182078433325e-14
9	110011010	3	3.173424516720e-17
9	110011010	4	9.877201617335e-13
9	110011010	5	9.877359012835e-13
9	110011010	6	1.287212046337e-19
9	110011010	7	3.160731333353e-17
9	110011010	8	9.481785564013e-17
9	110011010	9	1.577179394393e-14
9	110011010	10	2.478862337676e-10
9	110011010	11	2.498379379582e-10
9	110011010	12	1.971537359088e-12
9	110011010	13	6.050675314964e-08
9	110011010	14	4.899172281542e-10
9	110011010	15	1.182097549568e-14
9	110011010	16	1.965914493577e-14
9	110011010	17	4.889412338315e-10
9	110011011	0	9.759630368002e-13
9	110011011	1	9.916551779378e-13
9	110011011	2	4.766393699862e-17
9	110011011	3	7.901827046633e-15
9	110011011	4	2.459423202714e-10
9	110011011	5	3.966811104439e-15
9	110011011	6	3.205081325681e-17
9	110011011	7	1.274498387047e-19
9	110011011	8	3.807946009644e-19
9	110011011	9	3.927176692039e-12
9	110011011	10	6.172367216060e-08
9	110011011	11	1.003397009113e-12
9	110011011	12	4.889492460240e-10
9	110011011	13	2.439866971873e-10
9	110011011	14	1.967539068892e-12
9	110011011	15	2.943422770728e-12
9	110011011	16	7.907983194463e-17
9	110011011	17	1.963619412978e-12
9	110011100	0	1.921881430415e-19
9	110011100	1	7.886086733058e-15
9	110011100	2	1.007332277899e-12
9	110011100	3	3.167103105646e-17
9	110011100	4	3.966748400087e-15
9	110011100	5	4.899093422581e-10
9	110011100	6	7.697844550348e-22
9	110011100	7	3.982742582484e-15
9	110011100	8	4.045383714601e-15
9	110011100	9	4.045511156222e-15
9	110011100	10	2.951245199596e-12
9	110011100	11	1.222313971953e-07
9	110011100	12	9.877362188700e-13
9	110011100	13	2.479138415721e-10
9	110011100	14	1.212604125868e-07
9	110011100	15	1.624652094217e-17
9	110011100	16	4.869896087824e-10
9	110011100	17	4.908891136295e-10
9	110011101	0	4.785484761732e-17
9	110011101	1	1.955718285590e-12
9	110011101	2	4.045702063770e-15
9	110011101	3	7.886086733058e-15
9	110011101	4	9.877044848839e-13
9	110011101	5	1.967507398883e-12
9	110011101	6	1.909096323245e-19
9	110011101	7	1.599495116234e-17
9	110011101	8	1.624652094217e-17
9	110011101	9	1.007332277899e-12
9	110011101	10	7.328925634230e-10
9	110011101	11	4.908891771589e-10
9	110011101	12	2.439827621096e-10
9	110011101	13	9.995887356447e-13
9	110011101	14	4.869896087824e-10
9	110011101	15	4.045256018098e-15
9	110011101	16	1.955781561378e-12
9	110011101	17	1.971442223412e-12
9	110011110	0	4.772791576310e-17
9	110011110	1	6.359439447050e-17
9	110011110	2	2.943375298979e-12
9	110011110	3	7.886086733058e-15
9	110011110	4	3.966811360354e-15
9	110011110	5	2.459462394196e-10
9	110011110	6	5.169526290510e-22
9	110011110	7	3.205030041945e-17
9	110011110	8	1.624703070866e-17
9	110011110	9	1.007332150967e-12
9	110011110	10	1.003444545092e-12
9	110011110	11	6.220964655159e-08
9	110011110	12	7.917820719230e-15
9	110011110	13	4.879615574698e-10
9	110011110	14	4.889492143540e-10
9	110011110	15	4.747379717140e-17
9	110011110	16	2.943422643285e-12
9	110011110	17	1.971442223922e-12
9	110011111	0	1.188425102501e-14
9	110011111	1	1.186832031266e-14
9	110011111	2	1.186832031266e-14
9	110011111	3	1.963635596531e-12
9	110011111	4	9.877359650053e-13
9	110011111	5	9.877359650053e-13
9	110011111	6	1.287181255294e-19
9	110011111	7	1.287181255294e-19
9	110011111	8	6.524911931188e-20
9	110011111	9	2.508257055909e-10
9	110011111	10	2.498458552691e-10
9	110011111	11	2.498458552691e-10
9	110011111	12	1.963651590458e-12
9	110011111	13	1.963651590458e-12
9	110011111	14	1.963651463269e-12
9	110011111	15	1.182097498284e-14
9	110011111	16	1.182097498284e-14
9	110011111	17	7.917438650288e-15
9	110100000	0	3.800329974568e-19
9	110100000	1	3.802899402860e-19
9	110100000	2	3.802899402860e-19
9	110100000	3	3.180994530075e-19
9	110100000	4	1.605816221854e-17
9	110100000	5	1.605816221854e-17
9	110100000	6	7.933178456119e-15
9	110100000	7	7.933178456119e-15
9	110100000	8	1.186832031061e-14
9	110100000	9	1.185258101454e-14
