# GX (Channel Output Probability) Table
# Parameters: Pi=0.004000 Pd=0.004000 Ps=0.004000 Pt=0.992000
# Nu=6 Q=18 Nu2min=3 Nu2max=9
# Format: ly binary(y) xi probability
ly	binary(y)	xi	probability
7	1011000	5	4.968233855535e-10
7	1011000	6	6.124560353052e-08
7	1011000	7	6.124561152774e-08
7	1011000	8	1.844597270706e-07
7	1011000	9	2.951420495576e-12
7	1011000	10	6.124066897408e-08
7	1011000	11	6.173055466005e-08
7	1011000	12	1.530893459237e-05
7	1011000	13	1.530917953921e-05
7	1011000	14	7.502779819264e-03
7	1011000	15	7.398343241223e-10
7	1011000	16	7.418018320955e-10
7	1011000	17	3.674290477066e-07
7	1011001	0	6.148464386654e-08
7	1011001	1	1.518720195411e-05
7	1011001	2	2.449786383488e-10
7	1011001	3	7.368593594271e-10
7	1011001	4	6.246932976945e-08
7	1011001	5	2.986993729925e-12
7	1011001	6	1.512718999759e-05
7	1011001	7	4.948519594545e-10
7	1011001	8	7.408021169416e-10
7	1011001	9	7.348996889873e-10
7	1011001	10	1.524867964051e-05
7	1011001	11	2.479218391127e-10
7	1011001	12	3.781489833393e-03
7	1011001	13	1.227213026671e-07
7	1011001	14	3.013164586050e-05
7	1011001	15	1.219992783586e-07
7	1011001	16	2.508810340579e-10
7	1011001	17	1.475622648167e-09
7	1011010	0	6.099276709667e-08
7	1011010	1	6.050977149490e-08
7	1011010	2	1.815174223636e-07
7	1011010	3	2.449825894224e-10
7	1011010	4	4.958277001656e-10
7	1011010	5	9.876846686720e-10
7	1011010	6	2.489294408710e-10
7	1011010	7	1.512645022688e-05
7	1011010	8	7.467044804074e-10
7	1011010	9	7.289974524513e-10
7	1011010	10	6.099965305444e-08
7	1011010	11	1.217474494297e-07
7	1011010	12	1.222333884238e-07
7	1011010	13	3.766363142195e-03
7	1011010	14	3.013213772147e-05
7	1011010	15	3.990532390140e-12
7	1011010	16	1.215015190899e-07
7	1011010	17	1.967479616675e-09
7	1011011	0	1.518719900707e-05
7	1011011	1	1.506668324078e-05
7	1011011	2	7.319486663637e-10
7	1011011	3	6.100065681695e-08
7	1011011	4	6.246836196198e-08
7	1011011	5	2.489293131719e-10
7	1011011	6	6.148958637184e-08
7	1011011	7	6.099573017852e-08
7	1011011	8	2.998861028911e-12
7	1011011	9	1.815203656442e-07
7	1011011	10	1.518866473681e-05
7	1011011	11	4.909288271827e-10
7	1011011	12	3.031388528336e-05
7	1011011	13	1.518743705183e-05
7	1011011	14	1.210126013070e-07
7	1011011	15	7.437651822217e-10
7	1011011	16	4.909289072171e-10
7	1011011	17	7.905538976013e-12
7	1011100	0	2.963288881649e-12
7	1011100	1	1.217435187158e-07
7	1011100	2	1.518818276071e-05
7	1011100	3	1.602617128645e-14
7	1011100	4	2.489254100791e-10
7	1011100	5	1.232161584966e-07
7	1011100	6	7.388149828278e-10
7	1011100	7	1.234654518362e-09
7	1011100	8	1.518892054435e-05
7	1011100	9	1.967698623780e-12
7	1011100	10	6.123870157806e-08
7	1011100	11	1.537090612709e-05
7	1011100	12	6.172858716833e-08
7	1011100	13	1.524892461913e-05
7	1011100	14	7.517783792155e-03
7	1011100	15	2.971222185230e-12
7	1011100	16	7.437573761650e-10
7	1011100	17	1.837248906089e-07
7	1011101	0	7.378509822955e-10
7	1011101	1	3.019190277976e-05
7	1011101	2	6.099968094886e-08
7	1011101	3	3.982567415258e-12
7	1011101	4	6.173154228527e-08
7	1011101	5	4.948559738656e-10
7	1011101	6	6.173154228527e-08
7	1011101	7	4.948559738656e-10
7	1011101	8	6.099968094886e-08
7	1011101	9	4.899569411991e-10
7	1011101	10	1.518719703544e-05
7	1011101	11	6.173154228527e-08
7	1011101	12	1.518719703544e-05
7	1011101	13	6.173154228527e-08
7	1011101	14	3.019190277976e-05
7	1011101	15	4.899569411991e-10
7	1011101	16	3.982567415258e-12
7	1011101	17	7.378509822955e-10
7	1011110	0	7.319486826140e-10
7	1011110	1	9.818101192128e-10
7	1011110	2	4.519783816855e-05
7	1011110	3	2.007158700380e-12
7	1011110	4	3.982567543210e-12
7	1011110	5	1.237050483694e-07
7	1011110	6	2.987009659358e-12
7	1011110	7	6.173353751160e-08
7	1011110	8	6.246936945184e-08
7	1011110	9	4.899332374379e-10
7	1011110	10	4.928883539324e-10
7	1011110	11	3.031462207517e-05
7	1011110	12	4.918888135621e-10
7	1011110	13	3.025265056033e-05
7	1011110	14	3.031437616054e-05
7	1011110	15	1.602623449856e-14
7	1011110	16	7.407941829962e-10
7	1011110	17	7.437611358863e-10
7	1011111	0	1.822552219230e-07
7	1011111	1	1.822552179246e-07
7	1011111	2	1.822552179246e-07
7	1011111	3	4.997824844699e-10
7	1011111	4	4.997784859890e-10
7	1011111	5	4.997784859890e-10
7	1011111	6	2.508929177344e-10
7	1011111	7	2.508929177344e-10
7	1011111	8	2.508929176062e-10
7	1011111	9	1.219933761220e-07
7	1011111	10	1.219933721235e-07
7	1011111	11	1.219933721235e-07
7	1011111	12	1.217444865552e-07
7	1011111	13	1.217444865552e-07
7	1011111	14	1.217444865551e-07
7	1011111	15	2.987008763943e-12
7	1011111	16	2.987008763943e-12
7	1011111	17	2.987008635732e-12
7	1100000	0	1.199614682880e-14
7	1100000	1	1.199621131939e-14
7	1100000	2	1.199621131939e-14
7	1100000	3	4.909130883959e-10
7	1100000	4	4.909130884604e-10
7	1100000	5	4.909130884604e-10
7	1100000	6	7.398026393299e-10
7	1100000	7	7.398026393299e-10
7	1100000	8	7.398105885010e-10
7	1100000	9	6.246936551644e-08
7	1100000	10	6.246936551650e-08
7	1100000	11	6.246936551650e-08
7	1100000	12	6.271825506737e-08
7	1100000	13	6.271825506737e-08
7	1100000	14	6.271826301655e-08
7	1100000	15	4.538154925920e-05
7	1100000	16	4.538154925920e-05
7	1100000	17	4.538154926715e-05
7	1100001	0	2.987024438238e-12
7	1100001	1	2.975124894730e-12
7	1100001	2	6.436315938009e-17
7	1100001	3	1.222373550279e-07
7	1100001	4	1.219884654455e-07
7	1100001	5	1.983438434476e-12
7	1100001	6	1.839609719728e-07
7	1100001	7	2.983010793101e-12
7	1100001	8	2.971126861451e-12
7	1100001	9	1.555413322260e-05
7	1100001	10	1.537091206112e-05
7	1100001	11	7.437534414679e-10
7	1100001	12	1.543288357201e-05
7	1100001	13	7.437573762293e-10
7	1100001	14	2.518806062883e-10
7	1100001	15	1.125426170297e-02
7	1100001	16	2.444707196679e-07
7	1100001	17	1.822552179882e-07
7	1100010	0	2.963288881649e-12
7	1100010	1	1.602617128645e-14
7	1100010	2	1.967698623780e-12
7	1100010	3	1.217435187158e-07
7	1100010	4	2.489254100791e-10
7	1100010	5	6.123870157806e-08
7	1100010	6	7.388149828278e-10
7	1100010	7	6.172858716833e-08
7	1100010	8	2.971222185230e-12
7	1100010	9	1.518818276071e-05
7	1100010	10	1.232161584966e-07
7	1100010	11	1.537090612709e-05
7	1100010	12	1.234654518362e-09
7	1100010	13	1.524892461913e-05
7	1100010	14	7.437573761650e-10
7	1100010	15	1.518892054435e-05
7	1100010	16	7.517783792155e-03
7	1100010	17	1.837248906089e-07
7	1100011	0	7.378589155359e-10
7	1100011	1	2.994926649386e-12
7	1100011	2	1.193261947782e-14
7	1100011	3	3.031413616021e-05
7	1100011	4	6.149055429031e-08
7	1100011	5	2.489016421508e-10
7	1100011	6	1.839639271690e-07
7	1100011	7	2.489016421508e-10
7	1100011	8	1.193261947782e-14
7	1100011	9	3.781857504449e-03
7	1100011	10	3.066881967560e-07
7	1100011	11	1.839639271690e-07
7	1100011	12	3.066881967560e-07
7	1100011	13	6.149055429031e-08
7	1100011	14	2.994926649386e-12
7	1100011	15	3.781857504449e-03
7	1100011	16	3.031413616021e-05
7	1100011	17	7.378589155359e-10
7	1100100	0	3.178107715294e-14
7	1100100	1	1.971602037788e-12
7	1100100	2	2.987056618527e-12
7	1100100	3	4.879776616344e-10
7	1100100	4	6.123966948182e-08
7	1100100	5	1.222353836495e-07
7	1100100	6	2.975093353948e-12
7	1100100	7	1.227252573717e-07
7	1100100	8	7.329403377249e-10
7	1100100	9	7.408219016134e-10
7	1100100	10	1.518768988432e-05
7	1100100	11	1.531016722775e-05
7	1100100	12	6.173550103626e-08
7	1100100	13	2.459394125808e-07
7	1100100	14	1.518866971891e-05
7	1100100	15	1.822552179084e-07
7	1100100	16	3.751604125954e-03
7	1100100	17	3.781612552756e-03
7	1100101	0	7.909473800029e-12
7	1100101	1	4.879579081837e-10
7	1100101	2	1.602642668564e-14
7	1100101	3	1.215064377310e-07
7	1100101	4	1.518694913372e-05
7	1100101	5	4.928844988866e-10
7	1100101	6	7.388070330164e-10
7	1100101	7	4.928765337850e-10
7	1100101	8	2.943535493131e-12
7	1100101	9	1.844616864696e-07
7	1100101	10	3.766424869782e-03
7	1100101	11	6.198045181255e-08
7	1100101	12	1.842078862264e-07
7	1100101	13	6.198044384745e-08
7	1100101	14	6.099868151917e-08
7	1100101	15	4.519783816453e-05
7	1100101	16	1.506693309822e-05
7	1100101	17	1.518719900705e-05
7	1100110	0	5.934144609233e-12
7	1100110	1	1.007554481857e-12
7	1100110	2	4.899569573212e-10
7	1100110	3	1.215044544526e-07
7	1100110	4	4.948439938393e-10
7	1100110	5	1.524794581571e-05
7	1100110	6	2.967144503765e-12
7	1100110	7	1.227252454238e-07
7	1100110	8	2.967271114211e-12
7	1100110	9	1.829920058998e-07
7	1100110	10	1.232161386795e-07
7	1100110	11	3.766608581817e-03
7	1100110	12	2.538639167667e-10
7	1100110	13	3.064392793595e-07
7	1100110	14	1.834759972185e-07
7	1100110	15	6.099968090101e-08
7	1100110	16	3.781613285582e-03
7	1100110	17	1.530967632275e-05
7	1100111	0	1.477598025021e-09
7	1100111	1	2.979155748315e-12
7	1100111	2	2.971222249978e-12
7	1100111	3	3.025460915870e-05
7	1100111	4	6.173057842817e-08
7	1100111	5	6.172958675681e-08
7	1100111	6	7.388109844736e-10
7	1100111	7	4.928764862485e-10
7	1100111	8	1.191681621022e-14
7	1100111	9	4.556500945713e-05
7	1100111	10	1.524990638953e-05
7	1100111	11	1.524990539388e-05
7	1100111	12	1.724544011267e-09
7	1100111	13	1.478605530555e-09
7	1100111	14	7.388307539838e-10
7	1100111	15	1.518818274879e-05
7	1100111	16	1.518769284724e-05
7	1100111	17	6.148464389841e-08
7	1101000	0	1.963715946972e-12
7	1101000	1	2.967254861556e-12
7	1101000	2	2.975188359893e-12
7	1101000	3	1.971617967996e-12
7	1101000	4	6.099374688352e-08
7	1101000	5	6.099473855488e-08
7	1101000	6	4.928924001396e-10
7	1101000	7	7.388268983647e-10
7	1101000	8	1.227282164548e-07
7	1101000	9	2.508810336735e-10
7	1101000	10	6.148956650637e-08
7	1101000	11	6.149056216021e-08
7	1101000	12	1.518817879010e-05
7	1101000	13	1.518842472858e-05
7	1101000	14	1.543263860547e-05
7	1101000	15	1.825021440935e-07
7	1101000	16	1.829920456457e-07
7	1101000	17	7.487775119454e-03
7	1101001	0	4.889652388714e-10
7	1101001	1	7.368631816521e-10
7	1101001	2	1.204361859000e-14
7	1101001	3	4.909328261764e-10
7	1101001	4	1.518719701968e-05
7	1101001	5	2.449628038539e-10
7	1101001	6	1.217484451471e-07
7	1101001	7	4.946503972610e-12
7	1101001	8	4.928844034331e-10
7	1101001	9	6.246641035261e-08
7	1101001	10	1.530991732270e-05
7	1101001	11	2.489334230367e-10
7	1101001	12	3.751421391703e-03
7	1101001	13	1.224803027092e-07
7	1101001	14	6.197846831116e-08
7	1101001	15	4.519857104542e-05
7	1101001	16	1.228736320659e-09
7	1101001	17	3.007138602589e-05
7	1101010	0	4.850225132186e-10
7	1101010	1	1.031289588821e-12
7	1101010	2	4.870136605908e-10
7	1101010	3	4.889416780375e-10
7	1101010	4	6.074978779452e-08
7	1101010	5	1.214985599904e-07
7	1101010	6	4.950486396076e-12
7	1101010	7	1.212546009334e-07
7	1101010	8	4.929081390541e-10
7	1101010	9	6.099672978274e-08
7	1101010	10	6.148955467048e-08
7	1101010	11	1.834740216506e-07
7	1101010	12	6.149053445785e-08
7	1101010	13	3.751298427449e-03
7	1101010	14	6.296020699877e-08
7	1101010	15	6.100067262022e-08
7	1101010	16	3.019239365711e-05
7	1101010	17	3.007187984243e-05
7	1101011	0	1.207706057912e-07
7	1101011	1	2.528562513539e-10
7	1101011	2	1.979550824001e-12
7	1101011	3	1.217464778311e-07
7	1101011	4	1.512669322195e-05
7	1101011	5	4.889455969295e-10
7	1101011	6	1.228728291259e-09
7	1101011	7	4.889455969295e-10
7	1101011	8	1.979550824001e-12
7	1101011	9	1.518818570399e-05
7	1101011	10	1.518891364624e-05
7	1101011	11	1.228728291259e-09
7	1101011	12	1.518891364624e-05
7	1101011	13	1.512669322195e-05
7	1101011	14	2.528562513539e-10
7	1101011	15	1.518818570399e-05
7	1101011	16	1.217464778311e-07
7	1101011	17	1.207706057912e-07
7	1101100	0	3.178107715294e-14
7	1101100	1	4.879776616344e-10
7	1101100	2	7.408219016134e-10
7	1101100	3	1.971602037788e-12
7	1101100	4	6.123966948182e-08
7	1101100	5	1.518768988432e-05
7	1101100	6	2.975093353948e-12
7	1101100	7	6.173550103626e-08
7	1101100	8	1.822552179084e-07
7	1101100	9	2.987056618527e-12
7	1101100	10	1.222353836495e-07
7	1101100	11	1.531016722775e-05
7	1101100	12	1.227252573717e-07
7	1101100	13	2.459394125808e-07
7	1101100	14	3.751604125954e-03
7	1101100	15	7.329403377249e-10
7	1101100	16	1.518866971891e-05
7	1101100	17	3.781612552756e-03
7	1101101	0	7.905538976013e-12
7	1101101	1	1.210126013070e-07
7	1101101	2	2.998861028911e-12
7	1101101	3	4.909289072171e-10
7	1101101	4	1.518743705183e-05
7	1101101	5	6.099573017852e-08
7	1101101	6	4.909288271827e-10
7	1101101	7	2.489293131719e-10
7	1101101	8	7.319486663637e-10
7	1101101	9	7.437651822217e-10
7	1101101	10	3.031388528336e-05
7	1101101	11	6.148958637184e-08
7	1101101	12	1.518866473681e-05
7	1101101	13	6.246836196198e-08
7	1101101	14	1.506668324078e-05
7	1101101	15	1.815203656442e-07
7	1101101	16	6.100065681695e-08
7	1101101	17	1.518719900707e-05
7	1101110	0	3.962813769292e-12
7	1101110	1	5.914407086434e-12
7	1101110	2	1.212664014871e-07
7	1101110	3	4.909209106382e-10
7	1101110	4	4.909130886520e-10
7	1101110	5	3.025313750277e-05
7	1101110	6	2.388008104830e-14
7	1101110	7	1.227740586647e-09
7	1101110	8	7.378588360126e-10
7	1101110	9	7.378628506158e-10
7	1101110	10	9.857489736326e-10
7	1101110	11	4.544106735956e-05
7	1101110	12	4.948677300344e-10
7	1101110	13	1.518915760534e-05
7	1101110	14	1.531113617399e-05
7	1101110	15	2.449826209647e-10
7	1101110	16	1.518769381916e-05
7	1101110	17	1.518769285127e-05
7	1101111	0	9.867405806990e-10
7	1101111	1	4.929081551763e-10
7	1101111	2	4.929081551763e-10
7	1101111	3	1.222393067489e-07
7	1101111	4	1.217454743234e-07
7	1101111	5	1.217454743234e-07
7	1101111	6	4.942616682781e-12
7	1101111	7	4.942616682781e-12
7	1101111	8	2.963304620175e-12
7	1101111	9	1.837278497555e-07
7	1101111	10	1.832340173300e-07
7	1101111	11	1.832340173300e-07
7	1101111	12	6.149348562327e-08
7	1101111	13	6.149348562327e-08
7	1101111	14	6.149150631120e-08
7	1101111	15	6.099672973488e-08
7	1101111	16	6.099672973488e-08
7	1101111	17	6.099475042282e-08
7	1110000	0	9.917037987230e-13
7	1110000	1	1.007554352102e-12
7	1110000	2	1.007554352102e-12
7	1110000	3	2.489055767836e-10
7	1110000	4	2.489214273370e-10
7	1110000	5	2.489214273370e-10
7	1110000	6	1.224823017898e-07
7	1110000	7	1.224823017898e-07
7	1110000	8	1.842128365367e-07
7	1110000	9	2.508809860098e-10
7	1110000	10	2.508968365632e-10
7	1110000	11	2.508968365632e-10
7	1110000	12	1.224842771990e-07
7	1110000	13	1.224842771990e-07
7	1110000	14	1.842148119460e-07
7	1110000	15	3.055932589724e-05
7	1110000	16	3.055932589724e-05
7	1110000	17	3.062105643198e-05
7	1110001	0	2.469342458173e-10
7	1110001	1	2.508730683153e-10
7	1110001	2	4.046658931538e-15
7	1110001	3	6.197649693215e-08
7	1110001	4	6.148857883361e-08
7	1110001	5	1.991371420490e-12
7	1110001	6	3.043587172579e-05
7	1110001	7	4.948638424887e-10
7	1110001	8	7.398105885012e-10
7	1110001	9	6.246639848435e-08
7	1110001	10	6.173451731432e-08
7	1110001	11	2.987025269161e-12
7	1110001	12	3.043611766029e-05
7	1110001	13	4.958555138509e-10
7	1110001	14	7.398185219996e-10
7	1110001	15	7.518271965133e-03
7	1110001	16	3.666932316487e-07
7	1110001	17	1.229761421647e-07
7	1110010	0	2.469262807167e-10
7	1110010	1	2.967223770920e-12
7	1110010	2	2.951420495576e-12
7	1110010	3	6.099475040651e-08
7	1110010	4	2.518765439589e-10
7	1110010	5	6.124066897408e-08
7	1110010	6	6.124560353052e-08
7	1110010	7	1.530893459237e-05
7	1110010	8	7.398343241223e-10
7	1110010	9	6.099671791448e-08
7	1110010	10	4.968233855535e-10
7	1110010	11	6.173055466005e-08
7	1110010	12	6.124561152774e-08
7	1110010	13	1.530917953921e-05
7	1110010	14	7.418018320955e-10
7	1110010	15	1.844597270706e-07
7	1110010	16	7.502779819264e-03
7	1110010	17	3.674290477066e-07
7	1110011	0	6.148464389841e-08
7	1110011	1	7.388307539838e-10
7	1110011	2	1.191681621022e-14
7	1110011	3	1.518769284724e-05
7	1110011	4	1.478605530555e-09
7	1110011	5	4.928764862485e-10
7	1110011	6	1.524990539388e-05
7	1110011	7	6.172958675681e-08
7	1110011	8	2.971222249978e-12
7	1110011	9	1.518818274879e-05
7	1110011	10	1.724544011267e-09
7	1110011	11	7.388109844736e-10
7	1110011	12	1.524990638953e-05
7	1110011	13	6.173057842817e-08
7	1110011	14	2.979155748315e-12
7	1110011	15	4.556500945713e-05
7	1110011	16	3.025460915870e-05
7	1110011	17	1.477598025021e-09
7	1110100	0	1.963715946972e-12
7	1110100	1	1.971617967996e-12
7	1110100	2	2.508810336735e-10
7	1110100	3	2.967254861556e-12
7	1110100	4	6.099374688352e-08
7	1110100	5	6.148956650637e-08
7	1110100	6	4.928924001396e-10
7	1110100	7	1.518817879010e-05
7	1110100	8	1.825021440935e-07
7	1110100	9	2.975188359893e-12
7	1110100	10	6.099473855488e-08
7	1110100	11	6.149056216021e-08
7	1110100	12	7.388268983647e-10
7	1110100	13	1.518842472858e-05
7	1110100	14	1.829920456457e-07
7	1110100	15	1.227282164548e-07
7	1110100	16	1.543263860547e-05
7	1110100	17	7.487775119454e-03
7	1110101	0	4.889652546739e-10
7	1110101	1	4.889494998309e-10
7	1110101	2	1.007618073953e-12
7	1110101	3	7.388424778488e-10
7	1110101	4	1.512595936532e-05
7	1110101	5	2.489253304938e-10
7	1110101	6	1.222343958177e-07
7	1110101	7	6.099770150910e-08
7	1110101	8	7.329403377897e-10
7	1110101	9	7.408099858219e-10
7	1110101	10	1.512620431216e-05
7	1110101	11	2.489333277120e-10
7	1110101	12	1.227242815037e-07
7	1110101	13	6.124264835070e-08
7	1110101	14	7.349078457628e-10
7	1110101	15	3.019386331379e-05
7	1110101	16	6.295824747253e-08
7	1110101	17	3.007138602195e-05
7	1110110	0	4.889572900194e-10
7	1110110	1	2.781516199902e-14
7	1110110	2	7.349037033983e-10
7	1110110	3	7.348997207176e-10
7	1110110	4	4.938602083767e-10
7	1110110	5	1.512669814441e-05
7	1110110	6	2.459702778486e-10
7	1110110	7	1.524916658688e-05
7	1110110	8	7.388505074386e-10
7	1110110	9	7.349076542160e-10
7	1110110	10	4.948518797390e-10
7	1110110	11	1.512694407891e-05
7	1110110	12	2.469659316973e-10
7	1110110	13	1.524941252536e-05
7	1110110	14	1.228752059635e-09
7	1110110	15	7.408021167494e-10
7	1110110	16	4.544155428203e-05
7	1110110	17	3.031583895515e-05
7	1110111	0	1.217503651988e-07
7	1110111	1	4.942696462520e-12
7	1110111	2	2.967287236344e-12
7	1110111	3	1.829900304427e-07
7	1110111	4	6.124460794033e-08
7	1110111	5	6.124263253111e-08
7	1110111	6	6.124460794033e-08
7	1110111	7	6.124263253111e-08
7	1110111	8	2.967287236344e-12
7	1110111	9	1.829920058519e-07
7	1110111	10	6.124658334956e-08
7	1110111	11	6.124460794033e-08
7	1110111	12	6.124658334956e-08
7	1110111	13	6.124460794033e-08
7	1110111	14	4.942696462520e-12
7	1110111	15	1.829920058519e-07
7	1110111	16	1.829900304427e-07
7	1110111	17	1.217503651988e-07
7	1111000	0	9.917037987230e-13
7	1111000	1	2.489055767836e-10
7	1111000	2	2.508809860098e-10
7	1111000	3	1.007554352102e-12
7	1111000	4	2.489214273370e-10
7	1111000	5	2.508968365632e-10
7	1111000	6	1.224823017898e-07
7	1111000	7	1.224842771990e-07
7	1111000	8	3.055932589724e-05
7	1111000	9	1.007554352102e-12
7	1111000	10	2.489214273370e-10
7	1111000	11	2.508968365632e-10
7	1111000	12	1.224823017898e-07
7	1111000	13	1.224842771990e-07
7	1111000	14	3.055932589724e-05
7	1111000	15	1.842128365367e-07
7	1111000	16	1.842148119460e-07
7	1111000	17	3.062105643198e-05
7	1111001	0	2.469342457538e-10
7	1111001	1	6.197550921167e-08
7	1111001	2	1.007602078740e-12
7	1111001	3	2.508691178820e-10
7	1111001	4	6.197748063828e-08
7	1111001	5	1.015583175758e-12
7	1111001	6	3.025363428621e-05
7	1111001	7	9.847573185219e-10
7	1111001	8	1.227282164548e-07
7	1111001	9	2.508691178820e-10
7	1111001	10	6.197748063828e-08
7	1111001	11	1.015583175758e-12
7	1111001	12	3.025363428621e-05
7	1111001	13	9.847573185219e-10
7	1111001	14	1.227282164548e-07
7	1111001	15	3.037635065437e-05
7	1111001	16	6.246739413832e-08
7	1111001	17	1.229771219359e-07
7	1111010	0	2.449588370394e-10
7	1111010	1	2.469578706936e-10
7	1111010	2	7.348918829295e-10
7	1111010	3	2.449667862761e-10
7	1111010	4	2.489292654458e-10
7	1111010	5	7.388267231972e-10
7	1111010	6	7.398224090343e-10
7	1111010	7	3.019190278371e-05
7	1111010	8	1.227341266245e-07
7	1111010	9	2.449667862761e-10
7	1111010	10	2.489292654458e-10
7	1111010	11	7.388267231972e-10
7	1111010	12	7.398224090343e-10
7	1111010	13	3.019190278371e-05
7	1111010	14	1.227341266245e-07
7	1111010	15	9.877402014870e-10
7	1111010	16	3.025338443284e-05
7	1111010	17	2.454495070944e-07
7	1111011	0	6.099475042282e-08
7	1111011	1	6.149150631120e-08
7	1111011	2	2.963304620175e-12
7	1111011	3	6.099672973488e-08
7	1111011	4	6.149348562327e-08
7	1111011	5	4.942616682781e-12
7	1111011	6	1.832340173300e-07
7	1111011	7	1.217454743234e-07
7	1111011	8	4.929081551763e-10
7	1111011	9	6.099672973488e-08
7	1111011	10	6.149348562327e-08
7	1111011	11	4.942616682781e-12
7	1111011	12	1.832340173300e-07
7	1111011	13	1.217454743234e-07
7	1111011	14	4.929081551763e-10
7	1111011	15	1.837278497555e-07
7	1111011	16	1.222393067489e-07
7	1111011	17	9.867405806990e-10
7	1111100	0	1.199614682880e-14
7	1111100	1	4.909130883959e-10
7	1111100	2	6.246936551644e-08
7	1111100	3	1.199621131939e-14
7	1111100	4	4.909130884604e-10
7	1111100	5	6.246936551650e-08
7	1111100	6	7.398026393299e-10
7	1111100	7	6.271825506737e-08
7	1111100	8	4.538154925920e-05
7	1111100	9	1.199621131939e-14
7	1111100	10	4.909130884604e-10
7	1111100	11	6.246936551650e-08
7	1111100	12	7.398026393299e-10
7	1111100	13	6.271825506737e-08
7	1111100	14	4.538154925920e-05
7	1111100	15	7.398105885010e-10
7	1111100	16	6.271826301655e-08
7	1111100	17	4.538154926715e-05
7	1111101	0	2.987008635732e-12
7	1111101	1	1.217444865551e-07
7	1111101	2	2.508929176062e-10
7	1111101	3	2.987008763943e-12
7	1111101	4	1.217444865552e-07
7	1111101	5	2.508929177344e-10
7	1111101	6	1.219933721235e-07
7	1111101	7	4.997784859890e-10
7	1111101	8	1.822552179246e-07
7	1111101	9	2.987008763943e-12
7	1111101	10	1.217444865552e-07
7	1111101	11	2.508929177344e-10
7	1111101	12	1.219933721235e-07
7	1111101	13	4.997784859890e-10
7	1111101	14	1.822552179246e-07
7	1111101	15	1.219933761220e-07
7	1111101	16	4.997824844699e-10
7	1111101	17	1.822552219230e-07
7	1111110	0	2.963304620947e-12
7	1111110	1	3.966796130063e-12
7	1111110	2	1.829880788494e-07
7	1111110	3	2.963304620947e-12
7	1111110	4	3.966796130063e-12
7	1111110	5	1.829880788494e-07
7	1111110	6	3.966828118422e-12
7	1111110	7	1.829880788814e-07
7	1111110	8	1.837268501671e-07
7	1111110	9	2.963304620947e-12
7	1111110	10	3.966796130063e-12
7	1111110	11	1.829880788494e-07
7	1111110	12	3.966828118422e-12
7	1111110	13	1.829880788814e-07
7	1111110	14	1.837268501671e-07
7	1111110	15	3.966828118422e-12
7	1111110	16	1.829880788814e-07
7	1111110	17	1.837268501671e-07
7	1111111	0	7.378628504237e-10
7	1111111	1	7.378628504237e-10
7	1111111	2	7.378628504237e-10
7	1111111	3	7.378628504237e-10
7	1111111	4	7.378628504237e-10
7	1111111	5	7.378628504237e-10
7	1111111	6	7.378628504237e-10
7	1111111	7	7.378628504237e-10
7	1111111	8	7.378628504237e-10
7	1111111	9	7.378628504237e-10
7	1111111	10	7.378628504237e-10
7	1111111	11	7.378628504237e-10
7	1111111	12	7.378628504237e-10
7	1111111	13	7.378628504237e-10
7	1111111	14	7.378628504237e-10
7	1111111	15	7.378628504237e-10
7	1111111	16	7.378628504237e-10
7	1111111	17	7.378628504237e-10
8	00000000	0	2.963114411228e-12
8	00000000	1	2.963114411228e-12
8	00000000	2	2.963114411228e-12
8	00000000	3	2.963114411228e-12
8	00000000	4	2.963114411228e-12
8	00000000	5	2.963114411228e-12
8	00000000	6	2.963114411228e-12
8	00000000	7	2.963114411228e-12
8	00000000	8	2.963114411228e-12
8	00000000	9	2.963114411228e-12
8	00000000	10	2.963114411228e-12
8	00000000	11	2.963114411228e-12
8	00000000	12	2.963114411228e-12
8	00000000	13	2.963114411228e-12
8	00000000	14	2.963114411228e-12
8	00000000	15	2.963114411228e-12
8	00000000	16	2.963114411228e-12
8	00000000	17	2.963114411228e-12
8	00000001	0	7.378154724654e-10
8	00000001	1	7.368120128185e-10
8	00000001	2	1.194784797445e-14
8	00000001	3	7.378154724654e-10
8	00000001	4	7.368120128185e-10
8	00000001	5	1.194784797445e-14
8	00000001	6	7.368120128182e-10
8	00000001	7	1.194784771751e-14
8	00000001	8	1.190005787642e-14
8	00000001	9	7.378154724654e-10
8	00000001	10	7.368120128185e-10
8	00000001	11	1.194784797445e-14
8	00000001	12	7.368120128182e-10
8	00000001	13	1.194784771751e-14
8	00000001	14	1.190005787642e-14
8	00000001	15	7.368120128182e-10
8	00000001	16	1.194784771751e-14
8	00000001	17	1.190005787642e-14
8	00000010	0	7.358322891750e-10
8	00000010	1	2.967207137712e-12
8	00000010	2	2.478902801028e-10
8	00000010	3	7.358322891750e-10
8	00000010	4	2.967207137712e-12
8	00000010	5	2.478902801028e-10
8	00000010	6	2.959274024519e-12
8	00000010	7	2.478823469896e-10
8	00000010	8	1.190043917560e-14
8	00000010	9	7.358322891750e-10
8	00000010	10	2.967207137712e-12
8	00000010	11	2.478902801028e-10
8	00000010	12	2.959274024519e-12
8	00000010	13	2.478823469896e-10
8	00000010	14	1.190043917560e-14
8	00000010	15	2.959274024519e-12
8	00000010	16	2.478823469896e-10
8	00000010	17	1.190043917560e-14
8	00000011	0	1.832222400045e-07
8	00000011	1	7.368631352598e-10
