# (Pid,Ps)=(3.500000e-02,1.000000e-02) Nseg=250 WinSize=10 [0]
# InnerCB: ICB/1/4_06_1a.bin
# Gtable:  Gtable/4/035_010.bin
# InnerCodebook: beta=4(256) nu=1
# InnerCodebook: B(B2p)=6(64) 
# InnerCodebook: checked CWM, EncMap, DecMap
# beta=4(256) N=1000 Dmax=40
# NBIDSchannel: N=1000 Q=4 Dmax=40 (Pid,Ps)=(3.500000e-02,1.000000e-02)
# FBalg4: Nseg=250 Dmax=40(w=81)
# FBalg4: Gtable: Gtable/4/035_010.bin
# Gtable: beta=4 (Pid,Ps,Ptrn)=(3.500000e-02,1.000000e-02,9.300000e-01) Pth=1.000000e-10
# Gtable: beta4p=256 beta4pp=65536
# Gtable::Gtable len=0 cnt=256
# Gtable::Gtable len=1 cnt=1024
# Gtable::Gtable len=2 cnt=4096
# Gtable::Gtable len=3 cnt=16384
# Gtable::Gtable len=4 cnt=61420
# Gtable::Gtable len=5 cnt=153172
# Gtable::Gtable len=6 cnt=205312
# Gtable::Gtable len=7 cnt=126700
# Gtable::Gtable len=8 cnt=6400
# FBalg4: beta=4(256) (Pid,Ps)=(3.500000e-02,1.000000e-02) Pth=1.000000e-10 N=1000
0068(992) (3.95e+00 4.21e+00) XE:5.27e-01 (1.14e+00 1.14e+00 | 5.11e-01 5.01e-01)
0140(999) (4.12e+00 4.29e+00) XE:5.36e-01 (1.15e+00 1.14e+00 | 5.17e-01 5.02e-01)
0211(1010) (3.85e+00 4.30e+00) XE:5.37e-01 (1.16e+00 1.14e+00 | 4.82e-01 5.00e-01)
0282(1014) (4.59e+00 4.30e+00) XE:5.38e-01 (1.16e+00 1.14e+00 | 5.19e-01 4.98e-01)
0353(991) (4.99e+00 4.33e+00) XE:5.41e-01 (1.17e+00 1.14e+00 | 4.78e-01 4.98e-01)
0424(989) (4.88e+00 4.33e+00) XE:5.42e-01 (1.14e+00 1.14e+00 | 4.74e-01 4.99e-01)
0495(1001) (3.92e+00 4.33e+00) XE:5.41e-01 (1.13e+00 1.14e+00 | 5.11e-01 4.98e-01)
0566(1005) (4.86e+00 4.32e+00) XE:5.40e-01 (1.15e+00 1.14e+00 | 5.39e-01 4.98e-01)
0637(1002) (5.47e+00 4.32e+00) XE:5.40e-01 (1.16e+00 1.14e+00 | 4.90e-01 4.98e-01)
0708(998) (4.51e+00 4.31e+00) XE:5.39e-01 (1.11e+00 1.14e+00 | 4.74e-01 4.99e-01)
0779(1003) (5.43e+00 4.31e+00) XE:5.39e-01 (1.15e+00 1.14e+00 | 4.98e-01 4.99e-01)
0850(978) (4.59e+00 4.32e+00) XE:5.40e-01 (1.14e+00 1.14e+00 | 5.17e-01 4.99e-01)
0921(996) (4.55e+00 4.31e+00) XE:5.39e-01 (1.14e+00 1.14e+00 | 4.80e-01 4.99e-01)
0992(989) (4.96e+00 4.31e+00) XE:5.39e-01 (1.13e+00 1.14e+00 | 4.54e-01 4.99e-01)
1063(1008) (3.81e+00 4.31e+00) XE:5.39e-01 (1.14e+00 1.14e+00 | 4.86e-01 4.99e-01)
1134(996) (4.39e+00 4.31e+00) XE:5.39e-01 (1.13e+00 1.14e+00 | 5.27e-01 4.99e-01)
1205(996) (5.60e+00 4.30e+00) XE:5.38e-01 (1.14e+00 1.14e+00 | 4.78e-01 4.99e-01)
1276(998) (4.18e+00 4.30e+00) XE:5.38e-01 (1.14e+00 1.14e+00 | 4.78e-01 4.99e-01)
1347(1015) (4.28e+00 4.31e+00) XE:5.39e-01 (1.14e+00 1.14e+00 | 5.11e-01 4.99e-01)
1418(1012) (4.27e+00 4.31e+00) XE:5.39e-01 (1.14e+00 1.14e+00 | 4.80e-01 4.99e-01)
1489(1014) (4.77e+00 4.31e+00) XE:5.39e-01 (1.12e+00 1.14e+00 | 5.19e-01 4.99e-01)
1560(998) (4.49e+00 4.32e+00) XE:5.40e-01 (1.14e+00 1.14e+00 | 5.11e-01 4.99e-01)
1631(1000) (3.82e+00 4.32e+00) XE:5.39e-01 (1.14e+00 1.14e+00 | 4.80e-01 4.99e-01)
1703(999) (4.99e+00 4.32e+00) XE:5.39e-01 (1.17e+00 1.14e+00 | 4.96e-01 4.99e-01)
1773(986) (4.01e+00 4.32e+00) XE:5.39e-01 (1.15e+00 1.14e+00 | 5.09e-01 4.99e-01)
1845(998) (3.87e+00 4.32e+00) XE:5.40e-01 (1.15e+00 1.14e+00 | 5.03e-01 4.99e-01)
1916(996) (4.10e+00 4.32e+00) XE:5.40e-01 (1.14e+00 1.14e+00 | 5.13e-01 5.00e-01)
1987(998) (4.06e+00 4.32e+00) XE:5.40e-01 (1.14e+00 1.14e+00 | 4.92e-01 5.00e-01)
2058(1010) (4.25e+00 4.32e+00) XE:5.40e-01 (1.17e+00 1.14e+00 | 5.35e-01 5.00e-01)
2129(989) (4.77e+00 4.32e+00) XE:5.40e-01 (1.15e+00 1.14e+00 | 5.21e-01 5.00e-01)
2200(995) (3.95e+00 4.32e+00) XE:5.40e-01 (1.15e+00 1.14e+00 | 4.64e-01 5.00e-01)
2271(997) (4.73e+00 4.32e+00) XE:5.41e-01 (1.15e+00 1.14e+00 | 4.86e-01 4.99e-01)
2342(993) (5.15e+00 4.33e+00) XE:5.41e-01 (1.14e+00 1.14e+00 | 5.43e-01 4.99e-01)
2413(999) (4.96e+00 4.33e+00) XE:5.41e-01 (1.16e+00 1.14e+00 | 4.86e-01 5.00e-01)
2484(995) (4.06e+00 4.33e+00) XE:5.41e-01 (1.13e+00 1.14e+00 | 5.07e-01 4.99e-01)
2555(1011) (4.00e+00 4.33e+00) XE:5.41e-01 (1.15e+00 1.14e+00 | 4.94e-01 4.99e-01)
2626(998) (4.42e+00 4.33e+00) XE:5.41e-01 (1.11e+00 1.14e+00 | 4.86e-01 4.99e-01)
2697(1000) (4.74e+00 4.33e+00) XE:5.41e-01 (1.14e+00 1.14e+00 | 5.17e-01 4.99e-01)
