#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.25E-01	8.28E-01	6.90E-01	7.63E-01
1.50E-02	1.66E-01	7.75E-01	6.46E-01	7.47E-01
2.00E-02	2.13E-01	7.15E-01	5.96E-01	7.29E-01
2.50E-02	2.65E-01	6.51E-01	5.43E-01	7.10E-01
3.00E-02	3.23E-01	5.80E-01	4.83E-01	6.91E-01
3.50E-02	3.80E-01	5.12E-01	4.27E-01	6.72E-01
4.00E-02	4.38E-01	4.47E-01	3.73E-01	6.53E-01
4.50E-02	4.90E-01	3.92E-01	3.27E-01	6.34E-01
5.00E-02	5.38E-01	3.39E-01	2.83E-01	6.17E-01
