#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	9.55E-02	8.90E-01	6.68E-01	7.07E-01
1.50E-02	1.35E-01	8.06E-01	6.05E-01	6.97E-01
2.00E-02	1.83E-01	7.08E-01	5.31E-01	6.84E-01
2.50E-02	2.34E-01	6.13E-01	4.60E-01	6.71E-01
3.00E-02	2.83E-01	5.25E-01	3.94E-01	6.58E-01
3.50E-02	3.29E-01	4.51E-01	3.38E-01	6.45E-01
4.00E-02	3.73E-01	3.88E-01	2.91E-01	6.32E-01
4.50E-02	4.15E-01	3.37E-01	2.53E-01	6.19E-01
5.00E-02	4.50E-01	2.93E-01	2.20E-01	6.04E-01
