#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.17E-01	8.42E-01	6.74E-01	7.33E-01
1.50E-02	1.62E-01	7.79E-01	6.23E-01	7.20E-01
2.00E-02	2.18E-01	7.02E-01	5.62E-01	7.02E-01
2.50E-02	2.83E-01	6.16E-01	4.93E-01	6.84E-01
3.00E-02	3.49E-01	5.33E-01	4.26E-01	6.67E-01
3.50E-02	4.12E-01	4.59E-01	3.67E-01	6.48E-01
4.00E-02	4.71E-01	3.92E-01	3.14E-01	6.31E-01
4.50E-02	5.25E-01	3.34E-01	2.67E-01	6.14E-01
5.00E-02	5.68E-01	2.90E-01	2.32E-01	5.97E-01
