#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.89E-01	5.98E-01	4.98E-01	7.94E-01
1.50E-02	2.88E-01	4.34E-01	3.62E-01	7.74E-01
2.00E-02	3.68E-01	3.24E-01	2.70E-01	7.53E-01
2.50E-02	4.31E-01	2.59E-01	2.16E-01	7.32E-01
3.00E-02	4.84E-01	2.13E-01	1.78E-01	7.11E-01
3.50E-02	5.29E-01	1.80E-01	1.50E-01	6.91E-01
4.00E-02	5.66E-01	1.55E-01	1.29E-01	6.71E-01
4.50E-02	5.98E-01	1.36E-01	1.13E-01	6.52E-01
5.00E-02	6.26E-01	1.21E-01	1.01E-01	6.32E-01
