#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.03E-01	8.72E-01	6.54E-01	6.91E-01
1.50E-02	1.32E-01	8.38E-01	6.29E-01	6.79E-01
2.00E-02	1.60E-01	8.07E-01	6.05E-01	6.67E-01
2.50E-02	1.86E-01	7.77E-01	5.83E-01	6.54E-01
3.00E-02	2.13E-01	7.47E-01	5.60E-01	6.39E-01
3.50E-02	2.39E-01	7.18E-01	5.39E-01	6.23E-01
4.00E-02	2.64E-01	6.89E-01	5.17E-01	6.07E-01
4.50E-02	2.90E-01	6.59E-01	4.94E-01	5.92E-01
5.00E-02	3.16E-01	6.28E-01	4.71E-01	5.76E-01
