#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	4.39E-02	9.55E-01	6.69E-01	6.84E-01
1.50E-02	6.42E-02	9.36E-01	6.55E-01	6.77E-01
2.00E-02	8.46E-02	9.17E-01	6.42E-01	6.68E-01
2.50E-02	1.05E-01	8.99E-01	6.29E-01	6.59E-01
3.00E-02	1.26E-01	8.80E-01	6.16E-01	6.50E-01
3.50E-02	1.47E-01	8.61E-01	6.03E-01	6.40E-01
4.00E-02	1.67E-01	8.41E-01	5.89E-01	6.29E-01
4.50E-02	1.88E-01	8.21E-01	5.75E-01	6.18E-01
5.00E-02	2.09E-01	8.00E-01	5.60E-01	6.05E-01
