#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	8.73E-02	9.25E-01	6.48E-01	6.63E-01
1.50E-02	1.08E-01	9.04E-01	6.33E-01	6.55E-01
2.00E-02	1.29E-01	8.84E-01	6.19E-01	6.47E-01
2.50E-02	1.49E-01	8.64E-01	6.05E-01	6.38E-01
3.00E-02	1.70E-01	8.44E-01	5.91E-01	6.27E-01
3.50E-02	1.91E-01	8.24E-01	5.77E-01	6.15E-01
4.00E-02	2.11E-01	8.03E-01	5.62E-01	6.05E-01
4.50E-02	2.32E-01	7.83E-01	5.48E-01	5.93E-01
5.00E-02	2.52E-01	7.61E-01	5.33E-01	5.78E-01
