#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	7.50E-02	8.71E-01	6.53E-01	7.22E-01
1.50E-02	1.38E-01	7.68E-01	5.76E-01	7.09E-01
2.00E-02	2.09E-01	6.65E-01	4.99E-01	6.95E-01
2.50E-02	2.89E-01	5.58E-01	4.19E-01	6.77E-01
3.00E-02	3.63E-01	4.61E-01	3.46E-01	6.62E-01
3.50E-02	4.29E-01	3.85E-01	2.89E-01	6.44E-01
4.00E-02	4.83E-01	3.30E-01	2.48E-01	6.28E-01
4.50E-02	5.32E-01	2.83E-01	2.12E-01	6.13E-01
5.00E-02	5.73E-01	2.47E-01	1.85E-01	5.98E-01
