#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	6.46E-02	9.07E-01	7.26E-01	7.73E-01
1.50E-02	9.90E-02	8.61E-01	6.89E-01	7.58E-01
2.00E-02	1.34E-01	8.16E-01	6.53E-01	7.39E-01
2.50E-02	1.69E-01	7.71E-01	6.17E-01	7.22E-01
3.00E-02	2.04E-01	7.25E-01	5.80E-01	7.02E-01
3.50E-02	2.39E-01	6.78E-01	5.42E-01	6.84E-01
4.00E-02	2.75E-01	6.28E-01	5.02E-01	6.66E-01
4.50E-02	3.12E-01	5.77E-01	4.62E-01	6.46E-01
5.00E-02	3.46E-01	5.29E-01	4.23E-01	6.28E-01
