#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	2.49E-01	4.44E-01	3.33E-01	7.17E-01
1.50E-02	3.17E-01	3.53E-01	2.65E-01	6.99E-01
2.00E-02	3.72E-01	2.93E-01	2.20E-01	6.82E-01
2.50E-02	4.21E-01	2.47E-01	1.85E-01	6.67E-01
3.00E-02	4.62E-01	2.10E-01	1.58E-01	6.50E-01
3.50E-02	4.98E-01	1.85E-01	1.39E-01	6.34E-01
4.00E-02	5.31E-01	1.63E-01	1.22E-01	6.17E-01
4.50E-02	5.59E-01	1.44E-01	1.08E-01	6.00E-01
5.00E-02	5.86E-01	1.30E-01	9.75E-02	5.83E-01
