#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	8.32E-02	9.17E-01	6.11E-01	6.31E-01
1.50E-02	1.05E-01	8.85E-01	5.90E-01	6.21E-01
2.00E-02	1.33E-01	8.38E-01	5.59E-01	6.12E-01
2.50E-02	1.67E-01	7.77E-01	5.18E-01	5.99E-01
3.00E-02	2.07E-01	7.10E-01	4.73E-01	5.85E-01
3.50E-02	2.52E-01	6.35E-01	4.23E-01	5.73E-01
4.00E-02	2.97E-01	5.62E-01	3.75E-01	5.60E-01
4.50E-02	3.43E-01	4.92E-01	3.28E-01	5.48E-01
5.00E-02	3.88E-01	4.29E-01	2.86E-01	5.34E-01
