#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	2.10E-01	6.54E-01	5.89E-01	8.11E-01
1.50E-02	2.99E-01	4.95E-01	4.46E-01	7.86E-01
2.00E-02	3.65E-01	3.99E-01	3.59E-01	7.60E-01
2.50E-02	4.16E-01	3.33E-01	3.00E-01	7.36E-01
3.00E-02	4.59E-01	2.86E-01	2.57E-01	7.13E-01
3.50E-02	4.94E-01	2.51E-01	2.26E-01	6.90E-01
4.00E-02	5.24E-01	2.26E-01	2.03E-01	6.68E-01
4.50E-02	5.51E-01	2.04E-01	1.84E-01	6.47E-01
5.00E-02	5.74E-01	1.87E-01	1.68E-01	6.26E-01
