#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.55E-01	7.10E-01	6.39E-01	8.46E-01
1.50E-02	2.46E-01	5.46E-01	4.91E-01	8.21E-01
2.00E-02	3.18E-01	4.33E-01	3.90E-01	7.96E-01
2.50E-02	3.73E-01	3.61E-01	3.25E-01	7.70E-01
3.00E-02	4.19E-01	3.08E-01	2.77E-01	7.45E-01
3.50E-02	4.57E-01	2.69E-01	2.42E-01	7.24E-01
4.00E-02	4.89E-01	2.42E-01	2.18E-01	7.01E-01
4.50E-02	5.20E-01	2.16E-01	1.94E-01	6.79E-01
5.00E-02	5.43E-01	2.01E-01	1.81E-01	6.58E-01
