#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	9.30E-02	8.49E-01	7.28E-01	8.21E-01
1.50E-02	1.39E-01	7.91E-01	6.78E-01	8.03E-01
2.00E-02	1.83E-01	7.37E-01	6.32E-01	7.84E-01
2.50E-02	2.32E-01	6.78E-01	5.81E-01	7.63E-01
3.00E-02	2.81E-01	6.21E-01	5.32E-01	7.43E-01
3.50E-02	3.35E-01	5.59E-01	4.79E-01	7.22E-01
4.00E-02	3.85E-01	5.05E-01	4.33E-01	7.01E-01
4.50E-02	4.38E-01	4.46E-01	3.82E-01	6.82E-01
5.00E-02	4.86E-01	3.95E-01	3.39E-01	6.63E-01
