#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	6.21E-02	9.09E-01	6.82E-01	7.23E-01
1.50E-02	9.13E-02	8.74E-01	6.56E-01	7.11E-01
2.00E-02	1.20E-01	8.42E-01	6.32E-01	6.98E-01
2.50E-02	1.47E-01	8.12E-01	6.09E-01	6.84E-01
3.00E-02	1.74E-01	7.82E-01	5.87E-01	6.70E-01
3.50E-02	2.01E-01	7.54E-01	5.66E-01	6.52E-01
4.00E-02	2.27E-01	7.24E-01	5.43E-01	6.38E-01
4.50E-02	2.52E-01	6.96E-01	5.22E-01	6.22E-01
5.00E-02	2.77E-01	6.67E-01	5.00E-01	6.05E-01
