#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	7.33E-02	8.82E-01	7.06E-01	7.68E-01
1.50E-02	1.19E-01	8.18E-01	6.54E-01	7.54E-01
2.00E-02	1.70E-01	7.48E-01	5.98E-01	7.38E-01
2.50E-02	2.35E-01	6.63E-01	5.30E-01	7.20E-01
3.00E-02	3.01E-01	5.78E-01	4.62E-01	7.00E-01
3.50E-02	3.69E-01	4.97E-01	3.98E-01	6.83E-01
4.00E-02	4.29E-01	4.30E-01	3.44E-01	6.65E-01
4.50E-02	4.83E-01	3.70E-01	2.96E-01	6.47E-01
5.00E-02	5.34E-01	3.18E-01	2.54E-01	6.30E-01
