#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.14E-01	8.15E-01	7.24E-01	8.48E-01
1.50E-02	1.68E-01	7.48E-01	6.65E-01	8.29E-01
2.00E-02	2.18E-01	6.88E-01	6.12E-01	8.08E-01
2.50E-02	2.66E-01	6.33E-01	5.63E-01	7.84E-01
3.00E-02	3.11E-01	5.81E-01	5.16E-01	7.63E-01
3.50E-02	3.58E-01	5.29E-01	4.70E-01	7.41E-01
4.00E-02	4.03E-01	4.81E-01	4.28E-01	7.19E-01
4.50E-02	4.47E-01	4.35E-01	3.87E-01	6.98E-01
5.00E-02	4.89E-01	3.92E-01	3.48E-01	6.78E-01
