#Pid	Xent/bit	Ro	Ri*Ro	Ixy
1.00E-02	1.12E-01	8.72E-01	6.98E-01	7.48E-01
1.50E-02	1.48E-01	8.23E-01	6.58E-01	7.31E-01
2.00E-02	1.83E-01	7.76E-01	6.21E-01	7.11E-01
2.50E-02	2.18E-01	7.29E-01	5.83E-01	6.93E-01
3.00E-02	2.54E-01	6.80E-01	5.44E-01	6.74E-01
3.50E-02	2.89E-01	6.30E-01	5.04E-01	6.55E-01
4.00E-02	3.25E-01	5.81E-01	4.65E-01	6.36E-01
4.50E-02	3.59E-01	5.33E-01	4.26E-01	6.18E-01
5.00E-02	3.92E-01	4.88E-01	3.90E-01	6.00E-01
