# (Pid,Ps)=(3.500000e-02,1.000000e-03) Nseg=200 WinSize=10 [0]
# InnerCB: ICB/1/5_09_1.bin
# Gtable:  Gtable/5/035_001.bin
# InnerCodebook: beta=5(1024) nu=1
# InnerCodebook: B(B2p)=9(512) 
# InnerCodebook: checked CWM, EncMap, DecMap
# beta=5(1024) nu=1 N=1000 Dmax=40
# B=9,
# NBIDSchannel: N=1000 Q=4 Dmax=40 (Pid,Ps)=(3.500000e-02,1.000000e-03)
# FBalg4: Nseg=200 Dmax=40(w=81)
# FBalg4: Gtable: Gtable/5/035_001.bin
# Gtable: beta=5 (Pid,Ps,Ptrn)=(3.500000e-02,1.000000e-03,9.300000e-01) Pth=1.000000e-10
# Gtable: beta4p=1024 beta4pp=1048576
# Gtable::Gtable len=0 cnt=1024
# Gtable::Gtable len=1 cnt=4096
# Gtable::Gtable len=2 cnt=14548
# Gtable::Gtable len=3 cnt=60508
# Gtable::Gtable len=4 cnt=146476
# Gtable::Gtable len=5 cnt=451540
# Gtable::Gtable len=6 cnt=449452
# Gtable::Gtable len=7 cnt=905716
# Gtable::Gtable len=8 cnt=146464
# Gtable::Gtable len=9 cnt=100348
# Gtable::Gtable len=10 cnt=1024
# FBalg4: beta=5(1024) (Pid,Ps)=(3.500000e-02,1.000000e-03) Pth=1.000000e-10 N=1000
# StatICB: nu=1 beta=5 beta4p=1024 Bsum=9 HdThNum=20 HdThStep=5.00e-02
# StatICB: B=9,
# StatICB: HdThList 9.50e-01,9.00e-01,8.50e-01,8.00e-01,7.50e-01,7.00e-01,6.50e-01,6.00e-01,5.50e-01,5.00e-01,4.50e-01,4.00e-01,3.50e-01,3.00e-01,2.50e-01,2.00e-01,1.50e-01,1.00e-01,5.00e-02,1.00e-10,
0023(1008) (3.99e+00 4.75e+00) XE:4.75e-01 (1.21e+00 1.21e+00 | 1.24e+00 1.21e+00)
0048(998) (5.05e+00 4.62e+00) XE:4.62e-01 (1.20e+00 1.21e+00 | 1.28e+00 1.23e+00)
0072(1020) (4.06e+00 4.58e+00) XE:4.58e-01 (1.21e+00 1.21e+00 | 1.25e+00 1.23e+00)
0096(993) (4.50e+00 4.60e+00) XE:4.60e-01 (1.21e+00 1.21e+00 | 1.10e+00 1.24e+00)
0120(1003) (5.65e+00 4.58e+00) XE:4.58e-01 (1.22e+00 1.21e+00 | 1.21e+00 1.24e+00)
0145(1008) (4.20e+00 4.57e+00) XE:4.57e-01 (1.17e+00 1.21e+00 | 1.31e+00 1.24e+00)
0169(997) (5.09e+00 4.56e+00) XE:4.56e-01 (1.20e+00 1.21e+00 | 1.19e+00 1.25e+00)
0193(1003) (4.97e+00 4.58e+00) XE:4.58e-01 (1.17e+00 1.21e+00 | 1.29e+00 1.25e+00)
0217(994) (3.97e+00 4.57e+00) XE:4.57e-01 (1.22e+00 1.21e+00 | 1.20e+00 1.25e+00)
0241(1014) (4.02e+00 4.56e+00) XE:4.56e-01 (1.21e+00 1.21e+00 | 1.20e+00 1.25e+00)
0265(994) (4.03e+00 4.56e+00) XE:4.56e-01 (1.23e+00 1.21e+00 | 1.26e+00 1.25e+00)
0290(992) (4.51e+00 4.58e+00) XE:4.58e-01 (1.25e+00 1.21e+00 | 1.24e+00 1.25e+00)
0314(983) (4.86e+00 4.58e+00) XE:4.58e-01 (1.23e+00 1.21e+00 | 1.28e+00 1.25e+00)
0338(989) (4.79e+00 4.57e+00) XE:4.57e-01 (1.21e+00 1.21e+00 | 1.28e+00 1.25e+00)
0362(984) (5.36e+00 4.57e+00) XE:4.57e-01 (1.21e+00 1.21e+00 | 1.26e+00 1.25e+00)
0386(1000) (5.05e+00 4.58e+00) XE:4.58e-01 (1.19e+00 1.21e+00 | 1.22e+00 1.25e+00)
