# GXNew Probability Table: P(y|x,e)
# Format: Nu2 binary(y) binary(xi) error_state probability
# error_state: 0=Match, 1=Insertion, 2=Deletion, 3=Substitution
Nu2	binary(y)	binary(xi)	error_state	probability
7	0001110	011010	2	2.780882e-10
7	0001110	011010	3	2.780882e-10
7	0001110	011100	0	1.935770e-09
7	0001110	011100	1	2.765385e-10
7	0001110	011100	2	2.765385e-10
7	0001110	011100	3	2.765385e-10
7	0001110	100011	0	0.000000e+00
7	0001110	100011	1	0.000000e+00
7	0001110	100011	2	0.000000e+00
7	0001110	100011	3	0.000000e+00
7	0001110	100101	0	0.000000e+00
7	0001110	100101	1	0.000000e+00
7	0001110	100101	2	0.000000e+00
7	0001110	100101	3	0.000000e+00
7	0001110	100110	0	1.883883e-07
7	0001110	100110	1	2.691262e-08
7	0001110	100110	2	2.691262e-08
7	0001110	100110	3	2.691262e-08
7	0001110	101001	0	0.000000e+00
7	0001110	101001	1	0.000000e+00
7	0001110	101001	2	0.000000e+00
7	0001110	101001	3	0.000000e+00
7	0001110	101010	0	4.947162e-10
7	0001110	101010	1	7.067374e-11
7	0001110	101010	2	7.067374e-11
7	0001110	101010	3	7.067374e-11
7	0001110	101100	0	4.875987e-10
7	0001110	101100	1	6.965696e-11
7	0001110	101100	2	6.965696e-11
7	0001110	101100	3	6.965696e-11
7	0001110	110001	0	0.000000e+00
7	0001110	110001	1	0.000000e+00
7	0001110	110001	2	0.000000e+00
7	0001110	110001	3	0.000000e+00
7	0001110	110010	0	1.073359e-11
7	0001110	110010	1	1.533370e-12
7	0001110	110010	2	1.533370e-12
7	0001110	110010	3	1.533370e-12
7	0001110	110100	0	2.487184e-12
7	0001110	110100	1	3.553120e-13
7	0001110	110100	2	3.553120e-13
7	0001110	110100	3	3.553120e-13
7	0001111	001011	0	1.901999e-07
7	0001111	001011	1	2.717141e-08
7	0001111	001011	2	2.717141e-08
7	0001111	001011	3	2.717141e-08
7	0001111	001101	0	1.883584e-07
7	0001111	001101	1	2.690834e-08
7	0001111	001101	2	2.690834e-08
7	0001111	001101	3	2.690834e-08
7	0001111	001110	0	0.000000e+00
7	0001111	001110	1	0.000000e+00
7	0001111	001110	2	0.000000e+00
7	0001111	001110	3	0.000000e+00
7	0001111	010011	0	1.947380e-09
7	0001111	010011	1	2.781972e-10
7	0001111	010011	2	2.781972e-10
7	0001111	010011	3	2.781972e-10
7	0001111	010101	0	4.948742e-10
7	0001111	010101	1	7.069632e-11
7	0001111	010101	2	7.069632e-11
7	0001111	010101	3	7.069632e-11
7	0001111	010110	0	0.000000e+00
7	0001111	010110	1	0.000000e+00
7	0001111	010110	2	0.000000e+00
7	0001111	010110	3	0.000000e+00
7	0001111	011001	0	1.073327e-11
7	0001111	011001	1	1.533325e-12
7	0001111	011001	2	1.533325e-12
7	0001111	011001	3	1.533325e-12
7	0001111	011010	0	0.000000e+00
7	0001111	011010	1	0.000000e+00
7	0001111	011010	2	0.000000e+00
7	0001111	011010	3	0.000000e+00
7	0001111	011100	0	0.000000e+00
7	0001111	011100	1	0.000000e+00
7	0001111	011100	2	0.000000e+00
7	0001111	011100	3	0.000000e+00
7	0001111	100011	0	1.935604e-09
7	0001111	100011	1	2.765148e-10
7	0001111	100011	2	2.765148e-10
7	0001111	100011	3	2.765148e-10
7	0001111	100101	0	4.876651e-10
7	0001111	100101	1	6.966644e-11
7	0001111	100101	2	6.966644e-11
7	0001111	100101	3	6.966644e-11
7	0001111	100110	0	0.000000e+00
7	0001111	100110	1	0.000000e+00
7	0001111	100110	2	0.000000e+00
7	0001111	100110	3	0.000000e+00
7	0001111	101001	0	2.486404e-12
7	0001111	101001	1	3.552005e-13
7	0001111	101001	2	3.552005e-13
7	0001111	101001	3	3.552005e-13
7	0001111	101010	0	0.000000e+00
7	0001111	101010	1	0.000000e+00
7	0001111	101010	2	0.000000e+00
7	0001111	101010	3	0.000000e+00
7	0001111	101100	0	0.000000e+00
7	0001111	101100	1	0.000000e+00
7	0001111	101100	2	0.000000e+00
7	0001111	101100	3	0.000000e+00
7	0001111	110001	0	9.620350e-14
7	0001111	110001	1	1.374336e-14
7	0001111	110001	2	1.374336e-14
7	0001111	110001	3	1.374336e-14
7	0001111	110010	0	0.000000e+00
7	0001111	110010	1	0.000000e+00
7	0001111	110010	2	0.000000e+00
7	0001111	110010	3	0.000000e+00
7	0001111	110100	0	0.000000e+00
7	0001111	110100	1	0.000000e+00
7	0001111	110100	2	0.000000e+00
7	0001111	110100	3	0.000000e+00
7	0010000	001011	0	0.000000e+00
7	0010000	001011	1	0.000000e+00
7	0010000	001011	2	0.000000e+00
7	0010000	001011	3	0.000000e+00
7	0010000	001101	0	0.000000e+00
7	0010000	001101	1	0.000000e+00
7	0010000	001101	2	0.000000e+00
7	0010000	001101	3	0.000000e+00
7	0010000	001110	0	1.036381e-09
7	0010000	001110	1	1.480545e-10
7	0010000	001110	2	1.480545e-10
7	0010000	001110	3	1.480545e-10
7	0010000	010011	0	0.000000e+00
7	0010000	010011	1	0.000000e+00
7	0010000	010011	2	0.000000e+00
7	0010000	010011	3	0.000000e+00
7	0010000	010101	0	0.000000e+00
7	0010000	010101	1	0.000000e+00
7	0010000	010101	2	0.000000e+00
7	0010000	010101	3	0.000000e+00
7	0010000	010110	0	6.324495e-10
7	0010000	010110	1	9.034993e-11
7	0010000	010110	2	9.034993e-11
7	0010000	010110	3	9.034993e-11
7	0010000	011001	0	0.000000e+00
7	0010000	011001	1	0.000000e+00
7	0010000	011001	2	0.000000e+00
7	0010000	011001	3	0.000000e+00
7	0010000	011010	0	7.570457e-10
7	0010000	011010	1	1.081494e-10
7	0010000	011010	2	1.081494e-10
7	0010000	011010	3	1.081494e-10
7	0010000	011100	0	1.120869e-09
7	0010000	011100	1	1.601242e-10
7	0010000	011100	2	1.601242e-10
7	0010000	011100	3	1.601242e-10
7	0010000	100011	0	0.000000e+00
7	0010000	100011	1	0.000000e+00
7	0010000	100011	2	0.000000e+00
7	0010000	100011	3	0.000000e+00
7	0010000	100101	0	0.000000e+00
7	0010000	100101	1	0.000000e+00
7	0010000	100101	2	0.000000e+00
7	0010000	100101	3	0.000000e+00
7	0010000	100110	0	8.541447e-12
7	0010000	100110	1	1.220207e-12
7	0010000	100110	2	1.220207e-12
7	0010000	100110	3	1.220207e-12
7	0010000	101001	0	0.000000e+00
7	0010000	101001	1	0.000000e+00
7	0010000	101001	2	0.000000e+00
7	0010000	101001	3	0.000000e+00
7	0010000	101010	0	4.874405e-10
7	0010000	101010	1	6.963435e-11
7	0010000	101010	2	6.963435e-11
7	0010000	101010	3	6.963435e-11
7	0010000	101100	0	4.950654e-10
7	0010000	101100	1	7.072363e-11
7	0010000	101100	2	7.072363e-11
7	0010000	101100	3	7.072363e-11
7	0010000	110001	0	0.000000e+00
7	0010000	110001	1	0.000000e+00
7	0010000	110001	2	0.000000e+00
7	0010000	110001	3	0.000000e+00
7	0010000	110010	0	3.525863e-10
7	0010000	110010	1	5.036947e-11
7	0010000	110010	2	5.036947e-11
7	0010000	110010	3	5.036947e-11
7	0010000	110100	0	3.606307e-10
7	0010000	110100	1	5.151868e-11
7	0010000	110100	2	5.151868e-11
7	0010000	110100	3	5.151868e-11
7	0010001	001011	0	2.234860e-07
7	0010001	001011	1	3.192657e-08
7	0010001	001011	2	3.192657e-08
7	0010001	001011	3	3.192657e-08
7	0010001	001101	0	2.251849e-07
7	0010001	001101	1	3.216927e-08
7	0010001	001101	2	3.216927e-08
7	0010001	001101	3	3.216927e-08
7	0010001	001110	0	0.000000e+00
7	0010001	001110	1	0.000000e+00
7	0010001	001110	2	0.000000e+00
7	0010001	001110	3	0.000000e+00
7	0010001	010011	0	1.250699e-07
7	0010001	010011	1	1.786713e-08
7	0010001	010011	2	1.786713e-08
7	0010001	010011	3	1.786713e-08
7	0010001	010101	0	1.265200e-07
7	0010001	010101	1	1.807428e-08
7	0010001	010101	2	1.807428e-08
7	0010001	010101	3	1.807428e-08
7	0010001	010110	0	0.000000e+00
7	0010001	010110	1	0.000000e+00
7	0010001	010110	2	0.000000e+00
7	0010001	010110	3	0.000000e+00
7	0010001	011001	0	3.120268e-07
7	0010001	011001	1	4.457526e-08
7	0010001	011001	2	4.457526e-08
7	0010001	011001	3	4.457526e-08
7	0010001	011010	0	0.000000e+00
7	0010001	011010	1	0.000000e+00
7	0010001	011010	2	0.000000e+00
7	0010001	011010	3	0.000000e+00
7	0010001	011100	0	0.000000e+00
7	0010001	011100	1	0.000000e+00
7	0010001	011100	2	0.000000e+00
7	0010001	011100	3	0.000000e+00
7	0010001	100011	0	7.922953e-10
7	0010001	100011	1	1.131850e-10
7	0010001	100011	2	1.131850e-10
7	0010001	100011	3	1.131850e-10
7	0010001	100101	0	2.239651e-09
7	0010001	100101	1	3.199502e-10
7	0010001	100101	2	3.199502e-10
7	0010001	100101	3	3.199502e-10
7	0010001	100110	0	0.000000e+00
7	0010001	100110	1	0.000000e+00
7	0010001	100110	2	0.000000e+00
7	0010001	100110	3	0.000000e+00
7	0010001	101001	0	1.877403e-07
7	0010001	101001	1	2.682004e-08
7	0010001	101001	2	2.682004e-08
7	0010001	101001	3	2.682004e-08
7	0010001	101010	0	0.000000e+00
7	0010001	101010	1	0.000000e+00
7	0010001	101010	2	0.000000e+00
7	0010001	101010	3	0.000000e+00
7	0010001	101100	0	0.000000e+00
7	0010001	101100	1	0.000000e+00
7	0010001	101100	2	0.000000e+00
7	0010001	101100	3	0.000000e+00
7	0010001	110001	0	1.615269e-07
7	0010001	110001	1	2.307527e-08
7	0010001	110001	2	2.307527e-08
7	0010001	110001	3	2.307527e-08
7	0010001	110010	0	0.000000e+00
7	0010001	110010	1	0.000000e+00
7	0010001	110010	2	0.000000e+00
7	0010001	110010	3	0.000000e+00
7	0010001	110100	0	0.000000e+00
7	0010001	110100	1	0.000000e+00
7	0010001	110100	2	0.000000e+00
7	0010001	110100	3	0.000000e+00
7	0010010	001011	0	0.000000e+00
7	0010010	001011	1	0.000000e+00
7	0010010	001011	2	0.000000e+00
7	0010010	001011	3	0.000000e+00
7	0010010	001101	0	0.000000e+00
7	0010010	001101	1	0.000000e+00
7	0010010	001101	2	0.000000e+00
7	0010010	001101	3	0.000000e+00
7	0010010	001110	0	1.626124e-07
7	0010010	001110	1	2.323034e-08
7	0010010	001110	2	2.323034e-08
7	0010010	001110	3	2.323034e-08
7	0010010	010011	0	0.000000e+00
7	0010010	010011	1	0.000000e+00
7	0010010	010011	2	0.000000e+00
7	0010010	010011	3	0.000000e+00
7	0010010	010101	0	0.000000e+00
7	0010010	010101	1	0.000000e+00
7	0010010	010101	2	0.000000e+00
7	0010010	010101	3	0.000000e+00
7	0010010	010110	0	1.260282e-07
7	0010010	010110	1	1.800403e-08
7	0010010	010110	2	1.800403e-08
7	0010010	010110	3	1.800403e-08
7	0010010	011001	0	0.000000e+00
7	0010010	011001	1	0.000000e+00
7	0010010	011001	2	0.000000e+00
7	0010010	011001	3	0.000000e+00
7	0010010	011010	0	2.495777e-07
7	0010010	011010	1	3.565396e-08
7	0010010	011010	2	3.565396e-08
7	0010010	011010	3	3.565396e-08
7	0010010	011100	0	1.501085e-10
7	0010010	011100	1	2.144407e-11
7	0010010	011100	2	2.144407e-11
7	0010010	011100	3	2.144407e-11
7	0010010	100011	0	0.000000e+00
7	0010010	100011	1	0.000000e+00
7	0010010	100011	2	0.000000e+00
7	0010010	100011	3	0.000000e+00
7	0010010	100101	0	0.000000e+00
7	0010010	100101	1	0.000000e+00
7	0010010	100101	2	0.000000e+00
7	0010010	100101	3	0.000000e+00
7	0010010	100110	0	2.085805e-09
7	0010010	100110	1	2.979721e-10
7	0010010	100110	2	2.979721e-10
7	0010010	100110	3	2.979721e-10
7	0010010	101001	0	0.000000e+00
7	0010010	101001	1	0.000000e+00
7	0010010	101001	2	0.000000e+00
7	0010010	101001	3	0.000000e+00
7	0010010	101010	0	1.255982e-07
7	0010010	101010	1	1.794260e-08
7	0010010	101010	2	1.794260e-08
7	0010010	101010	3	1.794260e-08
7	0010010	101100	0	1.439035e-10
7	0010010	101100	1	2.055764e-11
7	0010010	101100	2	2.055764e-11
7	0010010	101100	3	2.055764e-11
7	0010010	110001	0	0.000000e+00
7	0010010	110001	1	0.000000e+00
7	0010010	110001	2	0.000000e+00
7	0010010	110001	3	0.000000e+00
7	0010010	110010	0	1.615196e-07
7	0010010	110010	1	2.307423e-08
7	0010010	110010	2	2.307423e-08
7	0010010	110010	3	2.307423e-08
7	0010010	110100	0	1.024058e-11
7	0010010	110100	1	1.462940e-12
7	0010010	110100	2	1.462940e-12
7	0010010	110100	3	1.462940e-12
7	0010011	001011	0	5.762010e-05
7	0010011	001011	1	8.231443e-06
7	0010011	001011	2	8.231443e-06
7	0010011	001011	3	8.231443e-06
7	0010011	001101	0	6.489897e-08
7	0010011	001101	1	9.271282e-09
7	0010011	001101	2	9.271282e-09
7	0010011	001101	3	9.271282e-09
7	0010011	001110	0	0.000000e+00
7	0010011	001110	1	0.000000e+00
7	0010011	001110	2	0.000000e+00
7	0010011	001110	3	0.000000e+00
7	0010011	010011	0	5.753196e-05
7	0010011	010011	1	8.218851e-06
7	0010011	010011	2	8.218851e-06
7	0010011	010011	3	8.218851e-06
7	0010011	010101	0	2.353963e-09
7	0010011	010101	1	3.362805e-10
7	0010011	010101	2	3.362805e-10
7	0010011	010101	3	3.362805e-10
7	0010011	010110	0	0.000000e+00
7	0010011	010110	1	0.000000e+00
7	0010011	010110	2	0.000000e+00
7	0010011	010110	3	0.000000e+00
7	0010011	011001	0	6.319998e-08
7	0010011	011001	1	9.028569e-09
7	0010011	011001	2	9.028569e-09
7	0010011	011001	3	9.028569e-09
7	0010011	011010	0	0.000000e+00
7	0010011	011010	1	0.000000e+00
7	0010011	011010	2	0.000000e+00
7	0010011	011010	3	0.000000e+00
7	0010011	011100	0	0.000000e+00
7	0010011	011100	1	0.000000e+00
7	0010011	011100	2	0.000000e+00
7	0010011	011100	3	0.000000e+00
7	0010011	100011	0	6.647710e-08
7	0010011	100011	1	9.496729e-09
7	0010011	100011	2	9.496729e-09
7	0010011	100011	3	9.496729e-09
7	0010011	100101	0	1.452667e-09
7	0010011	100101	1	2.075239e-10
7	0010011	100101	2	2.075239e-10
7	0010011	100101	3	2.075239e-10
7	0010011	100110	0	0.000000e+00
7	0010011	100110	1	0.000000e+00
7	0010011	100110	2	0.000000e+00
7	0010011	100110	3	0.000000e+00
7	0010011	101001	0	6.262403e-08
7	0010011	101001	1	8.946290e-09
7	0010011	101001	2	8.946290e-09
7	0010011	101001	3	8.946290e-09
7	0010011	101010	0	0.000000e+00
7	0010011	101010	1	0.000000e+00
7	0010011	101010	2	0.000000e+00
7	0010011	101010	3	0.000000e+00
7	0010011	101100	0	0.000000e+00
7	0010011	101100	1	0.000000e+00
7	0010011	101100	2	0.000000e+00
7	0010011	101100	3	0.000000e+00
7	0010011	110001	0	3.536093e-10
7	0010011	110001	1	5.051561e-11
7	0010011	110001	2	5.051561e-11
7	0010011	110001	3	5.051561e-11
7	0010011	110010	0	0.000000e+00
7	0010011	110010	1	0.000000e+00
7	0010011	110010	2	0.000000e+00
7	0010011	110010	3	0.000000e+00
7	0010011	110100	0	0.000000e+00
7	0010011	110100	1	0.000000e+00
7	0010011	110100	2	0.000000e+00
7	0010011	110100	3	0.000000e+00
7	0010100	001011	0	0.000000e+00
7	0010100	001011	1	0.000000e+00
7	0010100	001011	2	0.000000e+00
7	0010100	001011	3	0.000000e+00
7	0010100	001101	0	0.000000e+00
7	0010100	001101	1	0.000000e+00
7	0010100	001101	2	0.000000e+00
7	0010100	001101	3	0.000000e+00
7	0010100	001110	0	1.248744e-07
7	0010100	001110	1	1.783920e-08
7	0010100	001110	2	1.783920e-08
7	0010100	001110	3	1.783920e-08
7	0010100	010011	0	0.000000e+00
7	0010100	010011	1	0.000000e+00
7	0010100	010011	2	0.000000e+00
7	0010100	010011	3	0.000000e+00
7	0010100	010101	0	0.000000e+00
7	0010100	010101	1	0.000000e+00
7	0010100	010101	2	0.000000e+00
7	0010100	010101	3	0.000000e+00
7	0010100	010110	0	1.249149e-07
7	0010100	010110	1	1.784499e-08
7	0010100	010110	2	1.784499e-08
7	0010100	010110	3	1.784499e-08
7	0010100	011001	0	0.000000e+00
7	0010100	011001	1	0.000000e+00
7	0010100	011001	2	0.000000e+00
7	0010100	011001	3	0.000000e+00
7	0010100	011010	0	6.311191e-08
7	0010100	011010	1	9.015987e-09
7	0010100	011010	2	9.015987e-09
7	0010100	011010	3	9.015987e-09
7	0010100	011100	0	1.872930e-07
7	0010100	011100	1	2.675614e-08
7	0010100	011100	2	2.675614e-08
7	0010100	011100	3	2.675614e-08
7	0010100	100011	0	0.000000e+00
7	0010100	100011	1	0.000000e+00
7	0010100	100011	2	0.000000e+00
7	0010100	100011	3	0.000000e+00
7	0010100	100101	0	0.000000e+00
7	0010100	100101	1	0.000000e+00
7	0010100	100101	2	0.000000e+00
7	0010100	100101	3	0.000000e+00
7	0010100	100110	0	3.007144e-10
7	0010100	100110	1	4.295920e-11
7	0010100	100110	2	4.295920e-11
7	0010100	100110	3	4.295920e-11
7	0010100	101001	0	0.000000e+00
7	0010100	101001	1	0.000000e+00
7	0010100	101001	2	0.000000e+00
7	0010100	101001	3	0.000000e+00
7	0010100	101010	0	6.313679e-08
7	0010100	101010	1	9.019541e-09
7	0010100	101010	2	9.019541e-09
7	0010100	101010	3	9.019541e-09
7	0010100	101100	0	6.395464e-08
7	0010100	101100	1	9.136377e-09
7	0010100	101100	2	9.136377e-09
7	0010100	101100	3	9.136377e-09
7	0010100	110001	0	0.000000e+00
7	0010100	110001	1	0.000000e+00
7	0010100	110001	2	0.000000e+00
7	0010100	110001	3	0.000000e+00
7	0010100	110010	0	6.898066e-12
7	0010100	110010	1	9.854380e-13
7	0010100	110010	2	9.854380e-13
7	0010100	110010	3	9.854380e-13
7	0010100	110100	0	1.615212e-07
7	0010100	110100	1	2.307446e-08
7	0010100	110100	2	2.307446e-08
7	0010100	110100	3	2.307446e-08
7	0010101	001011	0	2.881838e-05
7	0010101	001011	1	4.116911e-06
7	0010101	001011	2	4.116911e-06
7	0010101	001011	3	4.116911e-06
7	0010101	001101	0	2.889482e-05
7	0010101	001101	1	4.127831e-06
7	0010101	001101	2	4.127831e-06
7	0010101	001101	3	4.127831e-06
7	0010101	001110	0	0.000000e+00
7	0010101	001110	1	0.000000e+00
7	0010101	001110	2	0.000000e+00
7	0010101	001110	3	0.000000e+00
7	0010101	010011	0	2.013358e-09
7	0010101	010011	1	2.876226e-10
7	0010101	010011	2	2.876226e-10
7	0010101	010011	3	2.876226e-10
7	0010101	010101	0	5.753217e-05
7	0010101	010101	1	8.218881e-06
7	0010101	010101	2	8.218881e-06
7	0010101	010101	3	8.218881e-06
7	0010101	010110	0	0.000000e+00
7	0010101	010110	1	0.000000e+00
7	0010101	010110	2	0.000000e+00
7	0010101	010110	3	0.000000e+00
7	0010101	011001	0	6.420214e-08
7	0010101	011001	1	9.171734e-09
7	0010101	011001	2	9.171734e-09
7	0010101	011001	3	9.171734e-09
7	0010101	011010	0	0.000000e+00
7	0010101	011010	1	0.000000e+00
7	0010101	011010	2	0.000000e+00
7	0010101	011010	3	0.000000e+00
7	0010101	011100	0	0.000000e+00
7	0010101	011100	1	0.000000e+00
7	0010101	011100	2	0.000000e+00
7	0010101	011100	3	0.000000e+00
7	0010101	100011	0	2.926237e-10
7	0010101	100011	1	4.180338e-11
7	0010101	100011	2	4.180338e-11
7	0010101	100011	3	4.180338e-11
7	0010101	100101	0	6.683342e-08
7	0010101	100101	1	9.547632e-09
7	0010101	100101	2	9.547632e-09
7	0010101	100101	3	9.547632e-09
7	0010101	100110	0	0.000000e+00
7	0010101	100110	1	0.000000e+00
7	0010101	100110	2	0.000000e+00
7	0010101	100110	3	0.000000e+00
7	0010101	101001	0	6.394442e-08
7	0010101	101001	1	9.134917e-09
7	0010101	101001	2	9.134917e-09
7	0010101	101001	3	9.134917e-09
7	0010101	101010	0	0.000000e+00
7	0010101	101010	1	0.000000e+00
7	0010101	101010	2	0.000000e+00
7	0010101	101010	3	0.000000e+00
7	0010101	101100	0	0.000000e+00
7	0010101	101100	1	0.000000e+00
7	0010101	101100	2	0.000000e+00
7	0010101	101100	3	0.000000e+00
7	0010101	110001	0	3.537097e-10
7	0010101	110001	1	5.052995e-11
7	0010101	110001	2	5.052995e-11
7	0010101	110001	3	5.052995e-11
7	0010101	110010	0	0.000000e+00
7	0010101	110010	1	0.000000e+00
7	0010101	110010	2	0.000000e+00
7	0010101	110010	3	0.000000e+00
7	0010101	110100	0	0.000000e+00
7	0010101	110100	1	0.000000e+00
7	0010101	110100	2	0.000000e+00
7	0010101	110100	3	0.000000e+00
7	0010110	001011	0	0.000000e+00
7	0010110	001011	1	0.000000e+00
7	0010110	001011	2	0.000000e+00
7	0010110	001011	3	0.000000e+00
7	0010110	001101	0	0.000000e+00
7	0010110	001101	1	0.000000e+00
7	0010110	001101	2	0.000000e+00
7	0010110	001101	3	0.000000e+00
7	0010110	001110	0	2.895755e-05
7	0010110	001110	1	4.136792e-06
7	0010110	001110	2	4.136792e-06
7	0010110	001110	3	4.136792e-06
7	0010110	010011	0	0.000000e+00
7	0010110	010011	1	0.000000e+00
7	0010110	010011	2	0.000000e+00
7	0010110	010011	3	0.000000e+00
7	0010110	010101	0	0.000000e+00
7	0010110	010101	1	0.000000e+00
7	0010110	010101	2	0.000000e+00
7	0010110	010101	3	0.000000e+00
7	0010110	010110	0	5.753229e-05
7	0010110	010110	1	8.218899e-06
7	0010110	010110	2	8.218899e-06
7	0010110	010110	3	8.218899e-06
7	0010110	011001	0	0.000000e+00
7	0010110	011001	1	0.000000e+00
7	0010110	011001	2	0.000000e+00
7	0010110	011001	3	0.000000e+00
7	0010110	011010	0	1.263339e-07
7	0010110	011010	1	1.804770e-08
7	0010110	011010	2	1.804770e-08
7	0010110	011010	3	1.804770e-08
7	0010110	011100	0	7.239767e-10
7	0010110	011100	1	1.034252e-10
7	0010110	011100	2	1.034252e-10
7	0010110	011100	3	1.034252e-10
7	0010110	100011	0	0.000000e+00
7	0010110	100011	1	0.000000e+00
7	0010110	100011	2	0.000000e+00
7	0010110	100011	3	0.000000e+00
7	0010110	100101	0	0.000000e+00
7	0010110	100101	1	0.000000e+00
7	0010110	100101	2	0.000000e+00
7	0010110	100101	3	0.000000e+00
7	0010110	100110	0	6.634564e-08
7	0010110	100110	1	9.477949e-09
7	0010110	100110	2	9.477949e-09
7	0010110	100110	3	9.477949e-09
7	0010110	101001	0	0.000000e+00
7	0010110	101001	1	0.000000e+00
7	0010110	101001	2	0.000000e+00
7	0010110	101001	3	0.000000e+00
7	0010110	101010	0	1.254348e-07
7	0010110	101010	1	1.791926e-08
7	0010110	101010	2	1.791926e-08
7	0010110	101010	3	1.791926e-08
7	0010110	101100	0	7.918759e-10
7	0010110	101100	1	1.131251e-10
7	0010110	101100	2	1.131251e-10
7	0010110	101100	3	1.131251e-10
7	0010110	110001	0	0.000000e+00
7	0010110	110001	1	0.000000e+00
7	0010110	110001	2	0.000000e+00
7	0010110	110001	3	0.000000e+00
7	0010110	110010	0	3.570363e-10
7	0010110	110010	1	5.100519e-11
7	0010110	110010	2	5.100519e-11
7	0010110	110010	3	5.100519e-11
7	0010110	110100	0	3.538807e-10
7	0010110	110100	1	5.055439e-11
7	0010110	110100	2	5.055439e-11
7	0010110	110100	3	5.055439e-11
7	0010111	001011	0	5.754676e-05
7	0010111	001011	1	8.220966e-06
7	0010111	001011	2	8.220966e-06
7	0010111	001011	3	8.220966e-06
7	0010111	001101	0	6.630639e-08
7	0010111	001101	1	9.472341e-09
7	0010111	001101	2	9.472341e-09
7	0010111	001101	3	9.472341e-09
7	0010111	001110	0	0.000000e+00
7	0010111	001110	1	0.000000e+00
7	0010111	001110	2	0.000000e+00
7	0010111	001110	3	0.000000e+00
7	0010111	010011	0	1.263029e-07
7	0010111	010011	1	1.804327e-08
7	0010111	010011	2	1.804327e-08
7	0010111	010011	3	1.804327e-08
7	0010111	010101	0	1.254043e-07
7	0010111	010101	1	1.791490e-08
7	0010111	010101	2	1.791490e-08
7	0010111	010101	3	1.791490e-08
7	0010111	010110	0	0.000000e+00
7	0010111	010110	1	0.000000e+00
7	0010111	010110	2	0.000000e+00
7	0010111	010110	3	0.000000e+00
7	0010111	011001	0	3.571962e-10
7	0010111	011001	1	5.102803e-11
7	0010111	011001	2	5.102803e-11
7	0010111	011001	3	5.102803e-11
7	0010111	011010	0	0.000000e+00
7	0010111	011010	1	0.000000e+00
7	0010111	011010	2	0.000000e+00
7	0010111	011010	3	0.000000e+00
7	0010111	011100	0	0.000000e+00
7	0010111	011100	1	0.000000e+00
7	0010111	011100	2	0.000000e+00
7	0010111	011100	3	0.000000e+00
7	0010111	100011	0	7.240485e-10
7	0010111	100011	1	1.034355e-10
7	0010111	100011	2	1.034355e-10
7	0010111	100011	3	1.034355e-10
7	0010111	100101	0	7.919627e-10
7	0010111	100101	1	1.131375e-10
7	0010111	100101	2	1.131375e-10
7	0010111	100101	3	1.131375e-10
7	0010111	100110	0	0.000000e+00
7	0010111	100110	1	0.000000e+00
7	0010111	100110	2	0.000000e+00
7	0010111	100110	3	0.000000e+00
7	0010111	101001	0	3.540392e-10
7	0010111	101001	1	5.057703e-11
7	0010111	101001	2	5.057703e-11
7	0010111	101001	3	5.057703e-11
7	0010111	101010	0	0.000000e+00
7	0010111	101010	1	0.000000e+00
7	0010111	101010	2	0.000000e+00
7	0010111	101010	3	0.000000e+00
7	0010111	101100	0	0.000000e+00
7	0010111	101100	1	0.000000e+00
7	0010111	101100	2	0.000000e+00
7	0010111	101100	3	0.000000e+00
7	0010111	110001	0	1.800339e-12
7	0010111	110001	1	2.571913e-13
7	0010111	110001	2	2.571913e-13
7	0010111	110001	3	2.571913e-13
7	0010111	110010	0	0.000000e+00
7	0010111	110010	1	0.000000e+00
7	0010111	110010	2	0.000000e+00
7	0010111	110010	3	0.000000e+00
7	0010111	110100	0	0.000000e+00
7	0010111	110100	1	0.000000e+00
7	0010111	110100	2	0.000000e+00
7	0010111	110100	3	0.000000e+00
7	0011000	001011	0	0.000000e+00
7	0011000	001011	1	0.000000e+00
7	0011000	001011	2	0.000000e+00
7	0011000	001011	3	0.000000e+00
7	0011000	001101	0	0.000000e+00
7	0011000	001101	1	0.000000e+00
7	0011000	001101	2	0.000000e+00
7	0011000	001101	3	0.000000e+00
7	0011000	001110	0	1.625451e-07
7	0011000	001110	1	2.322072e-08
7	0011000	001110	2	2.322072e-08
7	0011000	001110	3	2.322072e-08
7	0011000	010011	0	0.000000e+00
7	0011000	010011	1	0.000000e+00
7	0011000	010011	2	0.000000e+00
7	0011000	010011	3	0.000000e+00
7	0011000	010101	0	0.000000e+00
7	0011000	010101	1	0.000000e+00
7	0011000	010101	2	0.000000e+00
7	0011000	010101	3	0.000000e+00
7	0011000	010110	0	6.627717e-10
7	0011000	010110	1	9.468167e-11
7	0011000	010110	2	9.468167e-11
7	0011000	010110	3	9.468167e-11
7	0011000	011001	0	0.000000e+00
7	0011000	011001	1	0.000000e+00
7	0011000	011001	2	0.000000e+00
7	0011000	011001	3	0.000000e+00
7	0011000	011010	0	1.248954e-07
7	0011000	011010	1	1.784220e-08
7	0011000	011010	2	1.784220e-08
7	0011000	011010	3	1.784220e-08
7	0011000	011100	0	2.501595e-07
7	0011000	011100	1	3.573708e-08
7	0011000	011100	2	3.573708e-08
7	0011000	011100	3	3.573708e-08
7	0011000	100011	0	0.000000e+00
7	0011000	100011	1	0.000000e+00
7	0011000	100011	2	0.000000e+00
7	0011000	100011	3	0.000000e+00
7	0011000	100101	0	0.000000e+00
