# GENew Probability Table: P(e_(i+1)v|...)
# Format: Nu2 binary(y) binary(xi) error_state probability
# error_state: 0=Match, 1=Insertion, 2=Deletion, 3=Substitution
Nu2	binary(y)	binary(xi)	error_state	probability
6	011001	110100	0	0.000000e+00
6	011001	110100	1	1.205060e-12
6	011001	110100	2	4.671528e-13
6	011001	110100	3	2.647800e-12
6	011010	001011	0	0.000000e+00
6	011010	001011	1	1.200597e-12
6	011010	001011	2	4.935707e-14
6	011010	001011	3	1.097785e-07
6	011010	001101	0	0.000000e+00
6	011010	001101	1	3.455343e-09
6	011010	001101	2	2.504173e-11
6	011010	001101	3	1.322465e-11
6	011010	001110	0	7.092010e-08
6	011010	001110	1	2.635251e-13
6	011010	001110	2	2.816490e-14
6	011010	001110	3	0.000000e+00
6	011010	010011	0	0.000000e+00
6	011010	010011	1	1.195312e-12
6	011010	010011	2	8.066333e-13
6	011010	010011	3	1.097785e-07
6	011010	010101	0	0.000000e+00
6	011010	010101	1	1.728081e-09
6	011010	010101	2	7.064196e-08
6	011010	010101	3	7.027717e-11
6	011010	010110	0	7.415544e-07
6	011010	010110	1	1.318710e-13
6	011010	010110	2	7.890525e-11
6	011010	010110	3	0.000000e+00
6	011010	011001	0	0.000000e+00
6	011010	011001	1	3.453413e-09
6	011010	011001	2	3.516145e-08
6	011010	011001	3	1.196361e-06
6	011010	011010	0	1.430981e-01
6	011010	011010	1	1.056153e-15
6	011010	011010	2	6.765704e-11
6	011010	011010	3	0.000000e+00
6	011010	011100	0	7.396803e-07
6	011010	011100	1	5.288512e-11
6	011010	011100	2	3.554364e-08
6	011010	011100	3	0.000000e+00
6	011010	100011	0	0.000000e+00
6	011010	100011	1	1.384563e-16
6	011010	100011	2	3.538299e-16
6	011010	100011	3	6.149977e-12
6	011010	100101	0	0.000000e+00
6	011010	100101	1	1.209867e-12
6	011010	100101	2	2.718511e-11
6	011010	100101	3	6.211483e-15
6	011010	100110	0	4.503204e-11
6	011010	100110	1	1.655255e-16
6	011010	100110	2	3.036425e-14
6	011010	100110	3	0.000000e+00
6	011010	101001	0	0.000000e+00
6	011010	101001	1	1.201918e-12
6	011010	101001	2	2.685838e-13
6	011010	101001	3	6.171315e-12
6	011010	101010	0	7.378558e-07
6	011010	101010	1	9.846887e-16
6	011010	101010	2	8.580915e-14
6	011010	101010	3	0.000000e+00
6	011010	101100	0	1.847955e-09
6	011010	101100	1	1.764831e-11
6	011010	101100	2	3.694897e-13
6	011010	101100	3	0.000000e+00
6	011010	110001	0	0.000000e+00
6	011010	110001	1	1.060144e-14
6	011010	110001	2	2.443079e-11
6	011010	110001	3	5.773171e-13
6	011010	110010	0	7.091442e-08
6	011010	110010	1	0.000000e+00
6	011010	110010	2	3.817613e-13
6	011010	110010	3	0.000000e+00
6	011010	110100	0	1.865000e-09
6	011010	110100	1	1.226427e-14
6	011010	110100	2	3.550271e-08
6	011010	110100	3	0.000000e+00
6	011011	001011	0	9.806314e-05
6	011011	001011	1	1.200597e-12
6	011011	001011	2	2.410072e-11
6	011011	001011	3	0.000000e+00
6	011011	001101	0	4.190603e-09
6	011011	001101	1	3.455343e-09
6	011011	001101	2	3.115491e-14
6	011011	001101	3	0.000000e+00
6	011011	001110	0	0.000000e+00
6	011011	001110	1	2.635251e-13
6	011011	001110	2	2.504472e-11
6	011011	001110	3	7.942118e-11
6	011011	010011	0	9.806311e-05
6	011011	010011	1	1.195312e-12
6	011011	010011	2	7.264627e-11
6	011011	010011	3	0.000000e+00
6	011011	010101	0	1.101395e-08
6	011011	010101	1	1.728081e-09
6	011011	010101	2	7.907424e-11
6	011011	010101	3	0.000000e+00
6	011011	010110	0	0.000000e+00
6	011011	010110	1	1.318710e-13
6	011011	010110	2	7.064213e-08
6	011011	010110	3	8.260183e-10
6	011011	011001	0	9.805942e-05
6	011011	011001	1	3.453413e-09
6	011011	011001	2	6.757014e-11
6	011011	011001	3	0.000000e+00
6	011011	011010	0	0.000000e+00
6	011011	011010	1	1.056153e-15
6	011011	011010	2	3.516137e-08
6	011011	011010	3	1.601937e-04
6	011011	011100	0	0.000000e+00
6	011011	011100	1	5.288512e-11
6	011011	011100	2	4.007139e-11
6	011011	011100	3	8.945246e-09
6	011011	100011	0	5.493662e-09
6	011011	100011	1	1.384563e-16
6	011011	100011	2	1.998625e-14
6	011011	100011	3	0.000000e+00
6	011011	100101	0	3.020610e-12
6	011011	100101	1	1.209867e-12
6	011011	100101	2	3.048862e-14
6	011011	100101	3	0.000000e+00
6	011011	100110	0	0.000000e+00
6	011011	100110	1	1.655255e-16
6	011011	100110	2	2.718524e-11
6	011011	100110	3	4.882805e-14
6	011011	101001	0	5.068990e-10
6	011011	101001	1	1.201918e-12
6	011011	101001	2	4.607155e-16
6	011011	101001	3	0.000000e+00
6	011011	101010	0	0.000000e+00
6	011011	101010	1	9.846887e-16
6	011011	101010	2	1.832354e-13
6	011011	101010	3	8.260059e-10
6	011011	101100	0	0.000000e+00
6	011011	101100	1	1.764831e-11
6	011011	101100	2	8.585742e-14
6	011011	101100	3	3.597833e-12
6	011011	110001	0	4.940139e-11
6	011011	110001	1	1.060144e-14
6	011011	110001	2	2.963449e-13
6	011011	110001	3	0.000000e+00
6	011011	110010	0	0.000000e+00
6	011011	110010	1	0.000000e+00
6	011011	110010	2	2.434537e-11
6	011011	110010	3	7.938409e-11
6	011011	110100	0	0.000000e+00
6	011011	110100	1	1.226427e-14
6	011011	110100	2	3.973997e-11
6	011011	110100	3	4.819135e-14
6	011100	001011	0	0.000000e+00
6	011100	001011	1	3.624049e-14
6	011100	001011	2	4.752243e-13
6	011100	001011	3	6.130714e-12
6	011100	001101	0	0.000000e+00
6	011100	001101	1	2.634521e-13
6	011100	001101	2	2.436943e-11
6	011100	001101	3	1.097827e-07
6	011100	001110	0	7.088495e-08
6	011100	001110	1	3.456529e-09
6	011100	001110	2	4.963832e-14
6	011100	001110	3	0.000000e+00
6	011100	010011	0	0.000000e+00
6	011100	010011	1	1.980539e-14
6	011100	010011	2	5.670676e-13
6	011100	010011	3	6.672948e-11
6	011100	010101	0	0.000000e+00
6	011100	010101	1	1.316548e-13
6	011100	010101	2	2.497411e-11
6	011100	010101	3	1.097765e-07
6	011100	010110	0	6.903917e-08
6	011100	010110	1	1.729253e-09
6	011100	010110	2	5.710219e-14
6	011100	010110	3	0.000000e+00
6	011100	011001	0	0.000000e+00
6	011100	011001	1	9.832016e-16
6	011100	011001	2	1.057592e-07
6	011100	011001	3	1.097764e-07
6	011100	011010	0	7.396760e-07
6	011100	011010	1	1.729241e-09
6	011100	011010	2	1.185800e-10
6	011100	011010	3	0.000000e+00
6	011100	011100	0	1.430981e-01
6	011100	011100	1	1.728487e-09
6	011100	011100	2	3.520904e-08
6	011100	011100	3	0.000000e+00
6	011100	100011	0	0.000000e+00
6	011100	100011	1	9.189524e-17
6	011100	100011	2	1.214783e-15
6	011100	100011	3	3.745370e-15
6	011100	100101	0	0.000000e+00
6	011100	100101	1	9.323751e-17
6	011100	100101	2	2.765668e-15
6	011100	100101	3	6.149701e-12
6	011100	100110	0	5.054695e-12
6	011100	100110	1	1.214069e-12
6	011100	100110	2	1.976892e-17
6	011100	100110	3	0.000000e+00
6	011100	101001	0	0.000000e+00
6	011100	101001	1	9.842998e-16
6	011100	101001	2	2.734705e-11
6	011100	101001	3	5.899257e-13
6	011100	101010	0	6.508906e-12
6	011100	101010	1	1.193054e-12
6	011100	101010	2	3.061357e-14
6	011100	101010	3	0.000000e+00
6	011100	101100	0	7.396990e-07
6	011100	101100	1	1.193052e-12
6	011100	101100	2	1.999090e-13
6	011100	101100	3	0.000000e+00
6	011100	110001	0	0.000000e+00
6	011100	110001	1	0.000000e+00
6	011100	110001	2	2.475950e-11
6	011100	110001	3	5.640980e-13
6	011100	110010	0	5.050538e-12
6	011100	110010	1	5.587177e-15
6	011100	110010	2	1.983185e-13
6	011100	110010	3	0.000000e+00
6	011100	110100	0	6.905578e-08
6	011100	110100	1	1.701228e-15
6	011100	110100	2	2.001077e-13
6	011100	110100	3	0.000000e+00
6	011101	001011	0	5.279064e-10
6	011101	001011	1	3.624049e-14
6	011101	001011	2	4.244315e-10
6	011101	001011	3	0.000000e+00
6	011101	001101	0	9.806684e-05
6	011101	001101	1	2.634521e-13
6	011101	001101	2	5.060345e-14
6	011101	001101	3	0.000000e+00
6	011101	001110	0	0.000000e+00
6	011101	001110	1	3.456529e-09
6	011101	001110	2	2.437040e-11
6	011101	001110	3	8.269487e-10
6	011101	010011	0	5.493327e-09
6	011101	010011	1	1.980539e-14
6	011101	010011	2	4.265853e-10
6	011101	010011	3	0.000000e+00
6	011101	010101	0	9.806128e-05
6	011101	010101	1	1.316548e-13
6	011101	010101	2	1.454765e-13
6	011101	010101	3	0.000000e+00
6	011101	010110	0	0.000000e+00
6	011101	010110	1	1.729253e-09
6	011101	010110	2	2.506248e-11
6	011101	010110	3	8.233678e-10
6	011101	011001	0	9.806680e-05
6	011101	011001	1	9.832016e-16
6	011101	011001	2	1.184110e-10
6	011101	011001	3	0.000000e+00
6	011101	011010	0	0.000000e+00
6	011101	011010	1	1.729241e-09
6	011101	011010	2	1.057590e-07
6	011101	011010	3	8.938153e-09
6	011101	011100	0	0.000000e+00
6	011101	011100	1	1.728487e-09
6	011101	011100	2	6.831967e-11
6	011101	011100	3	1.601937e-04
6	011101	100011	0	3.259099e-13
6	011101	100011	1	9.189524e-17
6	011101	100011	2	2.061713e-13
6	011101	100011	3	0.000000e+00
6	011101	100101	0	5.493406e-09
6	011101	100101	1	9.323751e-17
6	011101	100101	2	1.004158e-15
6	011101	100101	3	0.000000e+00
6	011101	100110	0	0.000000e+00
6	011101	100110	1	1.214069e-12
6	011101	100110	2	3.750057e-15
6	011101	100110	3	4.840256e-14
6	011101	101001	0	5.283026e-10
6	011101	101001	1	9.842998e-16
6	011101	101001	2	3.054640e-14
6	011101	101001	3	0.000000e+00
6	011101	101010	0	0.000000e+00
6	011101	101010	1	1.193054e-12
6	011101	101010	2	2.734698e-11
6	011101	101010	3	4.885257e-14
6	011101	101100	0	0.000000e+00
6	011101	101100	1	1.193052e-12
6	011101	101100	2	6.421319e-16
6	011101	101100	3	8.280842e-10
6	011101	110001	0	5.051953e-10
6	011101	110001	1	0.000000e+00
6	011101	110001	2	2.765600e-14
6	011101	110001	3	0.000000e+00
6	011101	110010	0	0.000000e+00
6	011101	110010	1	5.587177e-15
6	011101	110010	2	2.458884e-11
6	011101	110010	3	4.573485e-14
6	011101	110100	0	0.000000e+00
6	011101	110100	1	1.701228e-15
6	011101	110100	2	1.731027e-13
6	011101	110100	3	7.730570e-11
6	011110	001011	0	0.000000e+00
6	011110	001011	1	3.549891e-12
6	011110	001011	2	6.602707e-15
6	011110	001011	3	7.530019e-11
6	011110	001101	0	0.000000e+00
6	011110	001101	1	3.549926e-12
6	011110	001101	2	4.482528e-10
6	011110	001101	3	8.199715e-10
6	011110	001110	0	9.807051e-05
6	011110	001110	1	3.528857e-11
6	011110	001110	2	5.197473e-13
6	011110	001110	3	0.000000e+00
6	011110	010011	0	0.000000e+00
6	011110	010011	1	1.950742e-12
6	011110	010011	2	1.860186e-14
6	011110	010011	3	8.198109e-10
6	011110	010101	0	0.000000e+00
6	011110	010101	1	2.365761e-12
6	011110	010101	2	4.479723e-10
6	011110	010101	3	8.198784e-10
6	011110	010110	0	9.806313e-05
6	011110	010110	1	1.764842e-11
6	011110	010110	2	5.194334e-13
6	011110	010110	3	0.000000e+00
6	011110	011001	0	0.000000e+00
6	011110	011001	1	1.945115e-12
6	011110	011001	2	4.482277e-10
6	011110	011001	3	8.934630e-09
6	011110	011010	0	9.806313e-05
6	011110	011010	1	1.764054e-11
6	011110	011010	2	2.027338e-12
6	011110	011010	3	0.000000e+00
6	011110	011100	0	9.806314e-05
6	011110	011100	1	2.633050e-13
6	011110	011100	2	1.405201e-07
6	011110	011100	3	0.000000e+00
6	011110	100011	0	0.000000e+00
6	011110	100011	1	8.996862e-15
6	011110	100011	2	1.748058e-17
6	011110	100011	3	4.595948e-14
6	011110	100101	0	0.000000e+00
6	011110	100101	1	9.399851e-16
6	011110	100101	2	2.073644e-13
6	011110	100101	3	4.595972e-14
6	011110	100110	0	5.494693e-09
6	011110	100110	1	1.242861e-14
6	011110	100110	2	2.326819e-16
6	011110	100110	3	0.000000e+00
6	011110	101001	0	0.000000e+00
6	011110	101001	1	8.856526e-15
6	011110	101001	2	2.172698e-14
6	011110	101001	3	4.668762e-14
6	011110	101010	0	5.280029e-10
6	011110	101010	1	1.218437e-14
6	011110	101010	2	1.275826e-15
6	011110	101010	3	0.000000e+00
6	011110	101100	0	5.280029e-10
6	011110	101100	1	1.318003e-13
6	011110	101100	2	2.752622e-11
6	011110	101100	3	0.000000e+00
6	011110	110001	0	0.000000e+00
6	011110	110001	1	1.497457e-17
6	011110	110001	2	1.849296e-13
6	011110	110001	3	4.572349e-14
6	011110	110010	0	5.039198e-10
6	011110	110010	1	5.695299e-17
6	011110	110010	2	3.251162e-15
6	011110	110010	3	0.000000e+00
6	011110	110100	0	4.862055e-11
6	011110	110100	1	9.213249e-17
6	011110	110100	2	2.460285e-11
6	011110	110100	3	0.000000e+00
6	011111	001011	0	6.726162e-08
6	011111	001011	1	3.549891e-12
6	011111	001011	2	5.481800e-13
6	011111	001011	3	0.000000e+00
6	011111	001101	0	6.726162e-08
6	011111	001101	1	3.549926e-12
6	011111	001101	2	5.221998e-13
6	011111	001101	3	0.000000e+00
6	011111	001110	0	0.000000e+00
6	011111	001110	1	3.528857e-11
6	011111	001110	2	4.482552e-10
6	011111	001110	3	1.097897e-07
6	011111	010011	0	7.323206e-07
6	011111	010011	1	1.950742e-12
6	011111	010011	2	3.586003e-12
6	011111	010011	3	0.000000e+00
6	011111	010101	0	6.723811e-08
6	011111	010101	1	2.365761e-12
6	011111	010101	2	5.218746e-13
6	011111	010101	3	0.000000e+00
6	011111	010110	0	0.000000e+00
6	011111	010110	1	1.764842e-11
6	011111	010110	2	4.479748e-10
6	011111	010110	3	1.097800e-07
6	011111	011001	0	7.323207e-07
6	011111	011001	1	1.945115e-12
6	011111	011001	2	1.772408e-12
6	011111	011001	3	0.000000e+00
6	011111	011010	0	0.000000e+00
6	011111	011010	1	1.764054e-11
6	011111	011010	2	4.479728e-10
6	011111	011010	3	1.097800e-07
6	011111	011100	0	0.000000e+00
6	011111	011100	1	2.633050e-13
6	011111	011100	2	1.850444e-10
6	011111	011100	3	1.196358e-06
6	011111	100011	0	4.104807e-11
6	011111	100011	1	8.996862e-15
6	011111	100011	2	1.562090e-15
6	011111	100011	3	0.000000e+00
6	011111	100101	0	3.788940e-12
6	011111	100101	1	9.399851e-16
6	011111	100101	2	2.326819e-16
6	011111	100101	3	0.000000e+00
6	011111	100110	0	0.000000e+00
6	011111	100110	1	1.242861e-14
6	011111	100110	2	2.073644e-13
6	011111	100110	3	6.152144e-12
6	011111	101001	0	3.946787e-12
6	011111	101001	1	8.856526e-15
6	011111	101001	2	2.327069e-16
6	011111	101001	3	0.000000e+00
6	011111	101010	0	0.000000e+00
6	011111	101010	1	1.218437e-14
6	011111	101010	2	2.068386e-14
6	011111	101010	3	5.920906e-13
6	011111	101100	0	0.000000e+00
6	011111	101100	1	1.318003e-13
6	011111	101100	2	3.193177e-14
6	011111	101100	3	6.230943e-12
6	011111	110001	0	3.763215e-12
6	011111	110001	1	1.497457e-17
6	011111	110001	2	2.219739e-15
6	011111	110001	3	0.000000e+00
6	011111	110010	0	0.000000e+00
6	011111	110010	1	5.695299e-17
6	011111	110010	2	1.838982e-13
6	011111	110010	3	5.641093e-13
6	011111	110100	0	0.000000e+00
6	011111	110100	1	9.213249e-17
6	011111	110100	2	2.852475e-14
6	011111	110100	3	5.773488e-13
6	100000	001011	0	0.000000e+00
6	100000	001011	1	9.213249e-17
6	100000	001011	2	2.852475e-14
6	100000	001011	3	5.773488e-13
6	100000	001101	0	0.000000e+00
6	100000	001101	1	5.695299e-17
6	100000	001101	2	1.838982e-13
6	100000	001101	3	5.641093e-13
6	100000	001110	0	3.763215e-12
6	100000	001110	1	1.497457e-17
6	100000	001110	2	2.219739e-15
6	100000	001110	3	0.000000e+00
6	100000	010011	0	0.000000e+00
6	100000	010011	1	1.318003e-13
6	100000	010011	2	3.193177e-14
6	100000	010011	3	6.230943e-12
6	100000	010101	0	0.000000e+00
6	100000	010101	1	1.218437e-14
6	100000	010101	2	2.068386e-14
6	100000	010101	3	5.920906e-13
6	100000	010110	0	3.946787e-12
6	100000	010110	1	8.856526e-15
6	100000	010110	2	2.327069e-16
6	100000	010110	3	0.000000e+00
6	100000	011001	0	0.000000e+00
6	100000	011001	1	1.242861e-14
6	100000	011001	2	2.073644e-13
6	100000	011001	3	6.152144e-12
6	100000	011010	0	3.788940e-12
6	100000	011010	1	9.399851e-16
6	100000	011010	2	2.326819e-16
6	100000	011010	3	0.000000e+00
6	100000	011100	0	4.104807e-11
6	100000	011100	1	8.996862e-15
6	100000	011100	2	1.562090e-15
6	100000	011100	3	0.000000e+00
6	100000	100011	0	0.000000e+00
6	100000	100011	1	2.633050e-13
6	100000	100011	2	1.850444e-10
6	100000	100011	3	1.196358e-06
6	100000	100101	0	0.000000e+00
6	100000	100101	1	1.764054e-11
6	100000	100101	2	4.479728e-10
6	100000	100101	3	1.097800e-07
6	100000	100110	0	7.323207e-07
6	100000	100110	1	1.945115e-12
6	100000	100110	2	1.772408e-12
6	100000	100110	3	0.000000e+00
6	100000	101001	0	0.000000e+00
6	100000	101001	1	1.764842e-11
6	100000	101001	2	4.479748e-10
6	100000	101001	3	1.097800e-07
6	100000	101010	0	6.723811e-08
6	100000	101010	1	2.365761e-12
6	100000	101010	2	5.218746e-13
6	100000	101010	3	0.000000e+00
6	100000	101100	0	7.323206e-07
6	100000	101100	1	1.950742e-12
6	100000	101100	2	3.586003e-12
6	100000	101100	3	0.000000e+00
6	100000	110001	0	0.000000e+00
6	100000	110001	1	3.528857e-11
6	100000	110001	2	4.482552e-10
6	100000	110001	3	1.097897e-07
6	100000	110010	0	6.726162e-08
6	100000	110010	1	3.549926e-12
6	100000	110010	2	5.221998e-13
6	100000	110010	3	0.000000e+00
6	100000	110100	0	6.726162e-08
6	100000	110100	1	3.549891e-12
6	100000	110100	2	5.481800e-13
6	100000	110100	3	0.000000e+00
6	100001	001011	0	4.862055e-11
6	100001	001011	1	9.213249e-17
6	100001	001011	2	2.460285e-11
6	100001	001011	3	0.000000e+00
6	100001	001101	0	5.039198e-10
6	100001	001101	1	5.695299e-17
6	100001	001101	2	3.251162e-15
6	100001	001101	3	0.000000e+00
6	100001	001110	0	0.000000e+00
6	100001	001110	1	1.497457e-17
6	100001	001110	2	1.849296e-13
6	100001	001110	3	4.572349e-14
6	100001	010011	0	5.280029e-10
6	100001	010011	1	1.318003e-13
6	100001	010011	2	2.752622e-11
6	100001	010011	3	0.000000e+00
6	100001	010101	0	5.280029e-10
6	100001	010101	1	1.218437e-14
6	100001	010101	2	1.275826e-15
6	100001	010101	3	0.000000e+00
6	100001	010110	0	0.000000e+00
6	100001	010110	1	8.856526e-15
6	100001	010110	2	2.172698e-14
6	100001	010110	3	4.668762e-14
6	100001	011001	0	5.494693e-09
6	100001	011001	1	1.242861e-14
6	100001	011001	2	2.326819e-16
6	100001	011001	3	0.000000e+00
6	100001	011010	0	0.000000e+00
6	100001	011010	1	9.399851e-16
6	100001	011010	2	2.073644e-13
6	100001	011010	3	4.595972e-14
6	100001	011100	0	0.000000e+00
6	100001	011100	1	8.996862e-15
6	100001	011100	2	1.748058e-17
6	100001	011100	3	4.595948e-14
6	100001	100011	0	9.806314e-05
6	100001	100011	1	2.633050e-13
6	100001	100011	2	1.405201e-07
6	100001	100011	3	0.000000e+00
6	100001	100101	0	9.806313e-05
6	100001	100101	1	1.764054e-11
6	100001	100101	2	2.027338e-12
6	100001	100101	3	0.000000e+00
6	100001	100110	0	0.000000e+00
6	100001	100110	1	1.945115e-12
6	100001	100110	2	4.482277e-10
6	100001	100110	3	8.934630e-09
6	100001	101001	0	9.806313e-05
6	100001	101001	1	1.764842e-11
6	100001	101001	2	5.194334e-13
6	100001	101001	3	0.000000e+00
6	100001	101010	0	0.000000e+00
6	100001	101010	1	2.365761e-12
6	100001	101010	2	4.479723e-10
6	100001	101010	3	8.198784e-10
6	100001	101100	0	0.000000e+00
6	100001	101100	1	1.950742e-12
6	100001	101100	2	1.860186e-14
6	100001	101100	3	8.198109e-10
6	100001	110001	0	9.807051e-05
6	100001	110001	1	3.528857e-11
6	100001	110001	2	5.197473e-13
6	100001	110001	3	0.000000e+00
6	100001	110010	0	0.000000e+00
6	100001	110010	1	3.549926e-12
6	100001	110010	2	4.482528e-10
6	100001	110010	3	8.199715e-10
6	100001	110100	0	0.000000e+00
6	100001	110100	1	3.549891e-12
6	100001	110100	2	6.602707e-15
6	100001	110100	3	7.530019e-11
6	100010	001011	0	0.000000e+00
6	100010	001011	1	1.701228e-15
6	100010	001011	2	1.731027e-13
6	100010	001011	3	7.730570e-11
6	100010	001101	0	0.000000e+00
6	100010	001101	1	5.587177e-15
6	100010	001101	2	2.458884e-11
6	100010	001101	3	4.573485e-14
6	100010	001110	0	5.051953e-10
6	100010	001110	1	0.000000e+00
6	100010	001110	2	2.765600e-14
6	100010	001110	3	0.000000e+00
6	100010	010011	0	0.000000e+00
6	100010	010011	1	1.193052e-12
6	100010	010011	2	6.421319e-16
6	100010	010011	3	8.280842e-10
6	100010	010101	0	0.000000e+00
6	100010	010101	1	1.193054e-12
6	100010	010101	2	2.734698e-11
6	100010	010101	3	4.885257e-14
6	100010	010110	0	5.283026e-10
6	100010	010110	1	9.842998e-16
6	100010	010110	2	3.054640e-14
6	100010	010110	3	0.000000e+00
6	100010	011001	0	0.000000e+00
6	100010	011001	1	1.214069e-12
6	100010	011001	2	3.750057e-15
6	100010	011001	3	4.840256e-14
6	100010	011010	0	5.493406e-09
6	100010	011010	1	9.323751e-17
6	100010	011010	2	1.004158e-15
6	100010	011010	3	0.000000e+00
6	100010	011100	0	3.259099e-13
6	100010	011100	1	9.189524e-17
6	100010	011100	2	2.061713e-13
6	100010	011100	3	0.000000e+00
6	100010	100011	0	0.000000e+00
6	100010	100011	1	1.728487e-09
6	100010	100011	2	6.831967e-11
6	100010	100011	3	1.601937e-04
6	100010	100101	0	0.000000e+00
6	100010	100101	1	1.729241e-09
6	100010	100101	2	1.057590e-07
6	100010	100101	3	8.938153e-09
6	100010	100110	0	9.806680e-05
6	100010	100110	1	9.832016e-16
6	100010	100110	2	1.184110e-10
6	100010	100110	3	0.000000e+00
6	100010	101001	0	0.000000e+00
6	100010	101001	1	1.729253e-09
6	100010	101001	2	2.506248e-11
6	100010	101001	3	8.233678e-10
6	100010	101010	0	9.806128e-05
6	100010	101010	1	1.316548e-13
6	100010	101010	2	1.454765e-13
6	100010	101010	3	0.000000e+00
6	100010	101100	0	5.493327e-09
6	100010	101100	1	1.980539e-14
6	100010	101100	2	4.265853e-10
6	100010	101100	3	0.000000e+00
6	100010	110001	0	0.000000e+00
6	100010	110001	1	3.456529e-09
6	100010	110001	2	2.437040e-11
6	100010	110001	3	8.269487e-10
6	100010	110010	0	9.806684e-05
6	100010	110010	1	2.634521e-13
6	100010	110010	2	5.060345e-14
6	100010	110010	3	0.000000e+00
6	100010	110100	0	5.279064e-10
6	100010	110100	1	3.624049e-14
6	100010	110100	2	4.244315e-10
6	100010	110100	3	0.000000e+00
6	100011	001011	0	6.905578e-08
6	100011	001011	1	1.701228e-15
6	100011	001011	2	2.001077e-13
6	100011	001011	3	0.000000e+00
6	100011	001101	0	5.050538e-12
6	100011	001101	1	5.587177e-15
6	100011	001101	2	1.983185e-13
6	100011	001101	3	0.000000e+00
6	100011	001110	0	0.000000e+00
6	100011	001110	1	0.000000e+00
6	100011	001110	2	2.475950e-11
6	100011	001110	3	5.640980e-13
6	100011	010011	0	7.396990e-07
6	100011	010011	1	1.193052e-12
6	100011	010011	2	1.999090e-13
6	100011	010011	3	0.000000e+00
6	100011	010101	0	6.508906e-12
6	100011	010101	1	1.193054e-12
6	100011	010101	2	3.061357e-14
6	100011	010101	3	0.000000e+00
6	100011	010110	0	0.000000e+00
6	100011	010110	1	9.842998e-16
6	100011	010110	2	2.734705e-11
6	100011	010110	3	5.899257e-13
6	100011	011001	0	5.054695e-12
6	100011	011001	1	1.214069e-12
6	100011	011001	2	1.976892e-17
6	100011	011001	3	0.000000e+00
6	100011	011010	0	0.000000e+00
6	100011	011010	1	9.323751e-17
6	100011	011010	2	2.765668e-15
6	100011	011010	3	6.149701e-12
6	100011	011100	0	0.000000e+00
6	100011	011100	1	9.189524e-17
6	100011	011100	2	1.214783e-15
6	100011	011100	3	3.745370e-15
6	100011	100011	0	1.430981e-01
6	100011	100011	1	1.728487e-09
6	100011	100011	2	3.520904e-08
6	100011	100011	3	0.000000e+00
6	100011	100101	0	7.396760e-07
6	100011	100101	1	1.729241e-09
6	100011	100101	2	1.185800e-10
6	100011	100101	3	0.000000e+00
6	100011	100110	0	0.000000e+00
6	100011	100110	1	9.832016e-16
6	100011	100110	2	1.057592e-07
6	100011	100110	3	1.097764e-07
6	100011	101001	0	6.903917e-08
6	100011	101001	1	1.729253e-09
6	100011	101001	2	5.710219e-14
6	100011	101001	3	0.000000e+00
6	100011	101010	0	0.000000e+00
6	100011	101010	1	1.316548e-13
6	100011	101010	2	2.497411e-11
6	100011	101010	3	1.097765e-07
6	100011	101100	0	0.000000e+00
6	100011	101100	1	1.980539e-14
6	100011	101100	2	5.670676e-13
6	100011	101100	3	6.672948e-11
6	100011	110001	0	7.088495e-08
6	100011	110001	1	3.456529e-09
6	100011	110001	2	4.963832e-14
6	100011	110001	3	0.000000e+00
6	100011	110010	0	0.000000e+00
6	100011	110010	1	2.634521e-13
6	100011	110010	2	2.436943e-11
6	100011	110010	3	1.097827e-07
6	100011	110100	0	0.000000e+00
6	100011	110100	1	3.624049e-14
6	100011	110100	2	4.752243e-13
6	100011	110100	3	6.130714e-12
6	100100	001011	0	0.000000e+00
6	100100	001011	1	1.226427e-14
6	100100	001011	2	3.973997e-11
6	100100	001011	3	4.819135e-14
6	100100	001101	0	0.000000e+00
6	100100	001101	1	0.000000e+00
6	100100	001101	2	2.434537e-11
6	100100	001101	3	7.938409e-11
6	100100	001110	0	4.940139e-11
6	100100	001110	1	1.060144e-14
6	100100	001110	2	2.963449e-13
6	100100	001110	3	0.000000e+00
6	100100	010011	0	0.000000e+00
6	100100	010011	1	1.764831e-11
6	100100	010011	2	8.585742e-14
6	100100	010011	3	3.597833e-12
6	100100	010101	0	0.000000e+00
6	100100	010101	1	9.846887e-16
6	100100	010101	2	1.832354e-13
6	100100	010101	3	8.260059e-10
6	100100	010110	0	5.068990e-10
6	100100	010110	1	1.201918e-12
6	100100	010110	2	4.607155e-16
6	100100	010110	3	0.000000e+00
6	100100	011001	0	0.000000e+00
6	100100	011001	1	1.655255e-16
6	100100	011001	2	2.718524e-11
6	100100	011001	3	4.882805e-14
6	100100	011010	0	3.020610e-12
6	100100	011010	1	1.209867e-12
6	100100	011010	2	3.048862e-14
6	100100	011010	3	0.000000e+00
6	100100	011100	0	5.493662e-09
6	100100	011100	1	1.384563e-16
6	100100	011100	2	1.998625e-14
6	100100	011100	3	0.000000e+00
6	100100	100011	0	0.000000e+00
6	100100	100011	1	5.288512e-11
6	100100	100011	2	4.007139e-11
6	100100	100011	3	8.945246e-09
6	100100	100101	0	0.000000e+00
6	100100	100101	1	1.056153e-15
6	100100	100101	2	3.516137e-08
6	100100	100101	3	1.601937e-04
6	100100	100110	0	9.805942e-05
6	100100	100110	1	3.453413e-09
6	100100	100110	2	6.757014e-11
