# (Pid,Ps)=(5.000000e-02,1.000000e-03) Nseg=250 WinSize=10 [0]
# InnerCB: ICB/1/4_06_1a.bin
# Gtable:  Gtable/4/050_001.bin
# InnerCodebook: beta=4(256) nu=1
# InnerCodebook: B(B2p)=6(64) 
# InnerCodebook: checked CWM, EncMap, DecMap
# beta=4(256) nu=1 N=1000 Dmax=55
# B=6,
# NBIDSchannel: N=1000 Q=4 Dmax=55 (Pid,Ps)=(5.000000e-02,1.000000e-03)
# FBalg4: Nseg=250 Dmax=55(w=111)
# FBalg4: Gtable: Gtable/4/050_001.bin
# Gtable: beta=4 (Pid,Ps,Ptrn)=(5.000000e-02,1.000000e-03,9.000000e-01) Pth=1.000000e-10
# Gtable: beta4p=256 beta4pp=65536
# Gtable::Gtable len=0 cnt=256
# Gtable::Gtable len=1 cnt=1024
# Gtable::Gtable len=2 cnt=4096
# Gtable::Gtable len=3 cnt=13732
# Gtable::Gtable len=4 cnt=42520
# Gtable::Gtable len=5 cnt=57292
# Gtable::Gtable len=6 cnt=107608
# Gtable::Gtable len=7 cnt=15676
# Gtable::Gtable len=8 cnt=6400
# FBalg4: beta=4(256) (Pid,Ps)=(5.000000e-02,1.000000e-03) Pth=1.000000e-10 N=1000
# StatICB: nu=1 beta=4 beta4p=256 Bsum=6 HdThNum=20 HdThStep=5.00e-02
# StatICB: B=6,
# StatICB: HdThList 9.50e-01,9.00e-01,8.50e-01,8.00e-01,7.50e-01,7.00e-01,6.50e-01,6.00e-01,5.50e-01,5.00e-01,4.50e-01,4.00e-01,3.50e-01,3.00e-01,2.50e-01,2.00e-01,1.50e-01,1.00e-01,5.00e-02,1.00e-10,
0055(987) (4.52e+00 4.63e+00) XE:5.79e-01 (1.15e+00 1.15e+00 | 4.98e-01 5.05e-01)
0114(996) (4.34e+00 4.62e+00) XE:5.77e-01 (1.12e+00 1.14e+00 | 4.74e-01 5.00e-01)
0173(1004) (4.95e+00 4.63e+00) XE:5.79e-01 (1.12e+00 1.14e+00 | 4.84e-01 4.98e-01)
0231(989) (4.67e+00 4.64e+00) XE:5.80e-01 (1.12e+00 1.14e+00 | 4.96e-01 4.98e-01)
0290(1002) (4.83e+00 4.67e+00) XE:5.84e-01 (1.13e+00 1.14e+00 | 5.01e-01 4.99e-01)
0349(978) (5.47e+00 4.69e+00) XE:5.87e-01 (1.14e+00 1.14e+00 | 4.46e-01 4.98e-01)
0408(997) (4.56e+00 4.70e+00) XE:5.88e-01 (1.15e+00 1.14e+00 | 4.74e-01 4.98e-01)
0466(1005) (4.41e+00 4.69e+00) XE:5.87e-01 (1.15e+00 1.14e+00 | 5.23e-01 4.98e-01)
0525(1001) (4.41e+00 4.68e+00) XE:5.85e-01 (1.12e+00 1.14e+00 | 4.86e-01 4.98e-01)
0584(978) (5.55e+00 4.69e+00) XE:5.86e-01 (1.15e+00 1.14e+00 | 4.30e-01 4.98e-01)
0643(1015) (4.36e+00 4.69e+00) XE:5.86e-01 (1.14e+00 1.14e+00 | 5.21e-01 4.99e-01)
0701(995) (5.75e+00 4.68e+00) XE:5.85e-01 (1.16e+00 1.14e+00 | 4.98e-01 4.99e-01)
0760(984) (5.12e+00 4.68e+00) XE:5.85e-01 (1.15e+00 1.14e+00 | 5.27e-01 4.99e-01)
0819(993) (4.64e+00 4.69e+00) XE:5.86e-01 (1.15e+00 1.14e+00 | 5.07e-01 4.99e-01)
0877(1007) (4.79e+00 4.69e+00) XE:5.86e-01 (1.15e+00 1.14e+00 | 5.39e-01 4.99e-01)
0936(991) (5.06e+00 4.69e+00) XE:5.86e-01 (1.14e+00 1.14e+00 | 4.98e-01 4.99e-01)
0995(994) (5.38e+00 4.69e+00) XE:5.86e-01 (1.15e+00 1.14e+00 | 4.68e-01 4.99e-01)
1054(988) (4.42e+00 4.69e+00) XE:5.87e-01 (1.16e+00 1.14e+00 | 4.68e-01 4.99e-01)
1112(1006) (4.84e+00 4.70e+00) XE:5.87e-01 (1.17e+00 1.14e+00 | 4.76e-01 4.99e-01)
1171(991) (4.48e+00 4.69e+00) XE:5.87e-01 (1.12e+00 1.14e+00 | 5.09e-01 4.99e-01)
1230(1001) (4.39e+00 4.70e+00) XE:5.87e-01 (1.14e+00 1.14e+00 | 4.84e-01 4.99e-01)
1289(989) (4.49e+00 4.70e+00) XE:5.87e-01 (1.15e+00 1.14e+00 | 4.86e-01 4.99e-01)
1347(989) (4.71e+00 4.70e+00) XE:5.87e-01 (1.16e+00 1.14e+00 | 4.88e-01 4.99e-01)
1406(1008) (4.67e+00 4.69e+00) XE:5.86e-01 (1.15e+00 1.14e+00 | 4.74e-01 4.99e-01)
1465(1005) (5.20e+00 4.69e+00) XE:5.86e-01 (1.13e+00 1.14e+00 | 5.23e-01 4.99e-01)
1524(1015) (4.50e+00 4.69e+00) XE:5.86e-01 (1.14e+00 1.14e+00 | 5.23e-01 4.99e-01)
1582(1018) (4.32e+00 4.69e+00) XE:5.86e-01 (1.16e+00 1.14e+00 | 5.03e-01 4.99e-01)
1641(1007) (4.57e+00 4.69e+00) XE:5.86e-01 (1.15e+00 1.14e+00 | 4.70e-01 4.99e-01)
1699(999) (4.39e+00 4.69e+00) XE:5.86e-01 (1.14e+00 1.14e+00 | 4.98e-01 4.99e-01)
1758(1015) (4.84e+00 4.69e+00) XE:5.86e-01 (1.13e+00 1.14e+00 | 5.21e-01 4.99e-01)
1817(1001) (4.54e+00 4.69e+00) XE:5.86e-01 (1.15e+00 1.14e+00 | 5.05e-01 4.99e-01)
1875(1006) (4.49e+00 4.68e+00) XE:5.86e-01 (1.12e+00 1.14e+00 | 4.92e-01 4.99e-01)
1934(994) (4.19e+00 4.68e+00) XE:5.85e-01 (1.14e+00 1.14e+00 | 5.37e-01 4.99e-01)
