読み込まれたシミュレーション結果:
  0.004: 7.741521E-01
  0.005: 7.559811E-01
  0.006: 7.361164E-01
  0.007: 7.161024E-01
  0.008: 6.966243E-01
  0.009: 6.766980E-01
